precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FLOREA DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ILIUŢĂ VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","BARBU VALENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","COARNĂ DUMITRU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BELLANTONI AMALIA-PARTIDUL S.O.S. ROMÂNIA-voturi","DĂSCĂLESCU-TIRON CAMELIA-SANDA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",200,SĂRULEŞTI,104886,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:36",345,325,0,14,6,244,224,0,14,6,240,3,364,120,5,200,34,0,1,0
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",201,SĂRULEŞTI,104886,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:56:25",516,495,1,13,7,397,377,0,13,7,377,20,560,163,15,326,16,5,13,2
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",185,"NICOLAE BĂLCESCU",104341,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:08:49",232,200,0,15,17,172,140,0,15,17,165,7,249,77,21,111,26,1,6,0
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV COADELE",195,RADOVANU,104751,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:29:33",944,873,0,43,28,648,577,0,43,28,619,29,981,333,152,142,282,17,8,18
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV FAUREI",222,ULMU,94606,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:02:52",304,290,0,5,9,211,197,0,5,9,210,1,320,109,7,174,17,4,6,2
12,CĂLĂRAŞI,"ȘCOALA CU CLASELE I-IV VALEA POPII",196,RADOVANU,104751,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:02:08",419,390,0,14,15,315,286,0,14,15,302,13,427,112,77,59,136,9,10,11
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV VALEA STANII",165,LUICA,104083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:40:25",440,418,0,11,11,265,243,0,11,11,250,15,429,164,18,57,154,10,9,2
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII",184,"NICOLAE BĂLCESCU",104341,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:55:29",1083,1029,0,18,36,792,738,0,18,36,768,24,1100,308,22,524,177,21,21,3
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII LUICA",164,LUICA,104083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:24:36",1236,1184,0,21,31,747,695,0,21,31,655,40,1324,629,60,200,322,38,20,15
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.1",92,CHIRNOGI,101804,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:02",1599,1583,0,11,5,764,748,0,11,5,672,92,1760,996,106,387,132,10,31,6
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",93,CHIRNOGI,101804,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:32:37",1422,1414,0,6,2,772,764,0,6,2,730,41,1538,767,80,422,157,26,31,14
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.2",94,CHIRNOGI,101804,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:37:25",1553,1537,1,4,11,860,845,0,4,11,830,30,1725,865,72,527,167,18,22,24
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII, NR.3",95,CHIRNOGI,101804,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:40",1109,1091,1,12,5,606,589,0,12,5,568,38,1216,610,57,368,89,22,12,20
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-VIII ULMU",221,ULMU,94606,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:05:01",626,541,0,40,45,447,362,0,40,45,432,15,642,195,10,350,60,3,3,6
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV",78,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:02:32",355,343,0,11,1,240,228,0,11,1,218,11,380,151,72,115,16,2,10,3
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV",80,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:09:59",1084,1071,1,10,2,500,488,0,10,2,438,62,1159,659,119,254,32,17,0,16
12,CĂLĂRAŞI,"ŞCOALA CU CLS I-IV ”CONSTANTIN DECULESCU”",63,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:44:29",1703,1691,0,10,2,712,700,0,10,2,661,39,1876,1176,34,343,176,40,35,33
12,CĂLĂRAŞI,"SCOALA CU CLS. I-IV-DEAL",199,ROSEŢI,94312,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:30:10",1889,1848,1,3,37,1119,1078,1,3,37,1067,52,1979,860,38,472,445,9,48,55
12,CĂLĂRAŞI,"SCOALA CU CLS. I-VIII",79,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:54:03",683,674,0,9,0,326,317,0,9,0,310,16,800,474,98,137,36,5,25,9
12,CĂLĂRAŞI,"ŞCOALA DIN SATUL BOŞNEAGU",122,DOROBANŢU,93441,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:01",298,270,0,14,14,205,177,0,14,14,199,6,300,95,2,51,139,0,5,2
12,CĂLĂRAŞI,"SCOALA GENERALA CU CLS I-IV-SECTOR",197,ROSEŢI,94312,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:52:18",1971,1956,0,5,10,1055,1040,0,5,10,982,73,1990,935,46,361,497,14,47,17
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",178,MODELU,92587,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:10:39",1637,1620,4,5,8,874,861,0,5,8,852,22,1784,110,93,194,503,9,36,17
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",179,MODELU,92587,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:37",1715,1707,3,2,3,917,912,0,2,3,885,32,1888,971,106,156,545,22,31,25
12,CĂLĂRAŞI,"SCOALA GENERALA NR.1",177,MODELU,92587,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:26:34",1567,1557,2,1,7,866,858,0,1,7,849,17,1729,863,109,212,443,27,26,32
12,CĂLĂRAŞI,"ȘCOALA GENERALA NR.1",204,SOHATU,105222,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:50:33",1121,1082,0,14,25,805,766,0,14,25,726,58,1233,449,31,345,315,8,20,7
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",135,FRUMUŞANI,102945,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:12:27",990,947,0,41,2,681,638,0,41,2,634,47,1037,354,234,314,32,25,15,14
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",136,FRUMUŞANI,102945,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:53:35",1070,1037,0,30,3,685,652,0,30,3,643,42,1137,452,216,341,34,33,12,7
12,CĂLĂRAŞI,"SCOALA GENERALA NR.2",180,MODELU,92587,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:33:58",1580,1571,0,5,4,870,861,0,5,4,840,30,1733,863,101,244,413,17,38,27
12,CĂLĂRAŞI,"ȘCOALA GENERALA NR.2",205,SOHATU,105222,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:26",707,671,0,31,5,516,480,0,31,5,483,33,744,228,12,166,293,3,8,1
12,CĂLĂRAŞI,"SCOALA GENERALA ORASTI",137,FRUMUŞANI,102945,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:22:34",709,691,1,17,0,450,433,0,17,0,430,20,758,308,131,166,77,24,18,14
12,CĂLĂRAŞI,"SCOALA GENERALA PASAREA",138,FRUMUŞANI,102945,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:06",644,591,0,50,3,449,396,0,50,3,404,44,648,200,49,288,33,5,13,16
12,CĂLĂRAŞI,"SCOALA GENERALA SILISTEA",227,"VALEA ARGOVEI",105712,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:18:16",542,511,0,18,13,363,332,0,18,13,338,24,560,198,90,199,14,12,16,7
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA CAROL I CALARASI",2,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:57:18",612,603,0,8,1,317,308,0,8,1,306,11,675,358,28,138,61,20,14,45
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA CAROL I CALARASI",1,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:53",1336,1324,1,11,0,634,623,0,11,0,597,37,1477,843,82,237,149,31,26,72
12,CĂLĂRAŞI,"SCOALA GIMNAZIALĂ ” CAROL I” CĂLĂRAŞI",7,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:09:57",1368,1359,5,4,0,497,493,0,4,0,492,5,1495,998,99,228,81,29,19,36
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN TEODORESCU” ŞOLDANU",210,ŞOLDANU,105384,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 15:56:06",1716,1659,0,24,33,1181,1124,0,24,33,1130,51,1862,681,60,662,357,17,22,12
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",45,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:30:48",1248,1240,2,6,0,588,582,0,6,0,559,29,1367,760,107,248,106,35,28,35
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",46,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:56:13",1056,1038,5,8,5,441,428,0,8,5,429,12,1147,706,69,197,81,21,27,34
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA C-TIN BRÂNCOVEANU",47,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:15:12",1162,1154,3,4,1,542,537,0,4,1,527,15,1270,728,106,226,87,28,35,45
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ION GHICA ”",193,RADOVANU,104751,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:33:01",917,842,0,31,44,683,608,0,31,44,659,24,974,291,206,106,307,12,13,15
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ ”DIMITRIE ION GHICA ”",194,RADOVANU,104751,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:53:18",872,759,1,57,55,642,529,1,57,55,619,23,906,264,158,116,309,18,8,10
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA DRAGOS MARIN",212,"ŞTEFAN CEL MARE",94562,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:58:12",1598,1535,0,4,59,806,743,0,4,59,789,17,1600,794,93,175,456,13,35,17
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA DRAGOS MARIN",213,"ŞTEFAN CEL MARE",94562,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:54:34",1125,1107,0,0,18,614,596,0,0,18,578,23,1326,725,92,95,346,6,39,0
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA FLORENTA ALBU VILCELELE",232,VÂLCELELE,94731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:00:10",879,787,0,7,85,460,369,0,7,84,453,7,963,503,28,387,5,14,14,5
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",67,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:04:09",1986,1957,4,20,5,1120,1094,1,20,5,1051,59,2161,1041,59,379,478,21,20,94
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GHEORGHE MANU",66,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:23:47",1920,1891,0,23,6,1024,995,0,23,6,987,37,2081,1047,39,239,619,3,14,73
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA GRIGORE MOISIL",218,ULMENI,105605,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:24:49",1166,1134,0,26,6,807,775,0,26,6,736,30,1300,534,34,403,244,10,25,20
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA IANCU ROSETTI-CENTRU",198,ROSEŢI,94312,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:49:36",1261,1243,0,1,17,765,747,0,1,17,737,28,1560,795,34,345,269,11,18,60
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",17,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:02:41",1115,1105,1,9,0,459,450,0,9,0,435,24,1216,755,70,187,93,32,20,33
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",19,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:06:51",681,673,0,8,0,282,274,0,8,0,273,9,741,459,33,132,56,9,12,31
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",16,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:41:37",1275,1268,0,6,1,600,593,0,6,1,577,23,1395,790,69,268,129,27,36,48
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIHAI VITEAZUL CALARASI",18,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:54",1258,1252,2,3,1,525,521,0,3,1,504,21,1407,882,79,222,108,31,17,47
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALĂ ”MIRCEA ELIADE” - SALA DE SPORT",64,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:53:37",1208,1195,3,10,0,568,558,0,10,0,554,14,1320,752,33,304,130,32,23,32
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA MIRCEA NEDELCIU",73,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:43:53",1057,1021,3,31,2,716,683,0,31,2,699,17,1100,384,33,457,166,9,17,17
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",39,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:14:12",1038,1031,0,7,0,498,491,0,7,0,477,21,1134,636,92,221,82,22,24,36
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",36,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:02:53",1184,1179,1,4,0,580,576,0,4,0,559,21,1320,740,82,254,96,31,32,64
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",38,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 19:58:45",1464,1452,4,8,0,704,696,0,8,0,686,18,1641,937,103,330,117,39,34,63
12,CĂLĂRAŞI,"ŞCOALA GIMNAZIALA MIRCEA VODĂ",37,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:13:48",1135,1122,0,13,0,577,564,0,13,0,550,27,1234,657,113,277,67,26,32,35
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA ”NICOLAE PETRESCU”",104,CRIVĂŢ,180055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:39",813,770,0,6,37,567,525,0,6,36,539,28,843,276,29,198,187,17,20,88
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA ”NICOLAE PETRESCU”",103,CRIVĂŢ,180055,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:08",776,738,0,15,23,571,533,0,15,23,549,22,843,272,23,241,159,9,21,96
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",182,NANA,104323,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:51:12",817,740,0,9,68,546,470,0,9,67,517,29,891,314,35,290,24,7,6,155
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",183,NANA,104323,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:06:00",931,856,2,5,68,677,605,0,5,67,636,41,1020,343,43,379,32,7,14,161
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1",159,JEGĂLIA,93815,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:11:35",1518,1492,3,1,22,873,849,1,1,22,820,53,1600,727,70,318,396,7,20,9
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1",216,"TĂMĂDĂU MARE",105455,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:51:54",1262,1214,0,40,8,837,789,0,40,8,807,30,1305,465,80,560,122,7,26,12
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1",97,CHISELET,101822,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:40",1343,1314,0,8,21,771,742,0,8,21,719,44,1415,644,32,173,479,12,11,12
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1",96,CHISELET,101822,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:44:37",524,509,0,2,13,305,290,0,2,13,294,11,604,299,13,79,172,14,7,9
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR.1APROZI",68,"ORAŞ BUDEŞTI",101458,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:05",793,785,0,6,2,478,470,0,6,2,450,28,864,386,28,168,138,6,6,104
12,CĂLĂRAŞI,"SCOALA GIMNAZIALA NR. 1 BELCIUGATELE",84,BELCIUGATELE,101083,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:16:29",1357,1200,8,106,43,1036,887,0,106,43,1009,26,1302,267,29,467,301,183,17,12
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR.1 CĂSCIOARELE",91,CĂSCIOARELE,101724,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:21:59",1468,1337,2,64,65,1118,989,0,64,65,1092,26,1467,349,59,572,380,29,37,15
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP A",105,CURCANI,102419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:47",754,741,0,7,6,478,465,0,7,6,448,16,743,278,29,149,244,8,12,6
12,CĂLĂRAŞI,"ȘCOALA GIMNAZIALĂ NR. 1, CORP B",106,CURCANI,102419,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:35",594,577,1,7,9,395,379,0,7,9,376,19,614,219,17,163,167,5,12,12
