precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FLOREA DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ILIUŢĂ VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","BARBU VALENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","COARNĂ DUMITRU-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","BELLANTONI AMALIA-PARTIDUL S.O.S. ROMÂNIA-voturi","DĂSCĂLESCU-TIRON CAMELIA-SANDA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"CAMIN CULTURAL",162,LEHLIU,93851,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:22",1386,1321,0,26,39,937,872,0,26,39,897,40,1329,392,49,227,556,21,26,18
12,CĂLĂRAŞI,"CĂMIN CULTURAL ȘTEFĂNEȘTI",155,ILEANA,103764,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:04:38",613,599,1,13,0,355,342,0,13,0,342,13,653,297,37,262,26,6,9,2
12,CĂLĂRAŞI,"CANTINA DE AJUTOR SOCIAL",50,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:00:15",546,538,0,8,0,250,242,0,8,0,228,22,592,72,72,111,29,4,9,3
12,CĂLĂRAŞI,"CANTINA DE AJUTOR SOCIAL",53,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:15:22",1107,1097,0,7,3,591,581,0,7,3,564,27,1215,624,45,306,119,32,33,29
12,CĂLĂRAŞI,"CASA DE CULTURA",77,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:50:30",1495,1471,0,16,8,915,891,0,16,8,895,20,1600,685,156,523,101,38,38,39
12,CĂLĂRAŞI,"CENTRUL CULTURAL MULTIFUNCȚIONAL",121,DOROBANŢU,93441,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:45:32",1188,1150,1,14,23,793,757,0,14,22,765,28,1243,450,49,167,515,12,16,6
12,CĂLĂRAŞI,"CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ CĂLĂRAŞI",4,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:53",727,720,1,6,0,363,357,0,6,0,346,17,720,357,55,144,69,23,17,38
12,CĂLĂRAŞI,"CENTRUL JUDEŢEAN DE RESURSE ŞI ASISTENŢĂ EDUCAŢIONALĂ CĂLĂRAŞI",3,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:18:46",995,942,1,10,42,455,403,0,10,42,438,17,1035,580,67,169,103,34,13,52
12,CĂLĂRAŞI,"COLEGIUL ECONOMIC SEDIU",51,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:20",1299,1285,5,9,0,651,642,0,9,0,625,26,1429,778,88,262,145,34,21,75
12,CĂLĂRAŞI,"COLEGIUL ECONOMIC SEDIUL B",43,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:04:31",1064,1053,0,10,1,482,471,0,10,1,463,10,1157,683,90,215,80,15,29,34
12,CĂLĂRAŞI,"COLEGIUL NAŢIONAL ” BARBU ŞTIRBEI” CĂLĂRAŞI",34,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:22:16",1234,1219,2,13,0,538,525,0,13,0,522,16,1341,803,100,224,104,31,19,44
12,CĂLĂRAŞI,"COLEGIUL NAŢIONAL ” BARBU ŞTIRBEI” CĂLĂRAŞI",35,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:26",1069,1060,0,9,0,488,479,0,9,0,469,19,1166,651,113,178,85,33,23,37
12,CĂLĂRAŞI,"COLEGIUL NAȚIONAL ”NEAGOE BASARAB”",59,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:06",1743,1717,3,12,11,870,847,0,12,11,824,23,1914,1023,63,541,129,48,11,32
12,CĂLĂRAŞI,"COLEGIUL NAŢIONAL ”NEAGOE BASARAB” - SALA DE SPORT",57,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:28:47",1635,1615,1,17,2,817,798,0,17,2,798,19,1814,997,54,417,168,65,32,62
12,CĂLĂRAŞI,"COLEGIUL NAŢIONAL ”NEAGOE BASARAB” - SALA DE SPORT",56,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:54:45",1686,1653,2,14,17,870,839,0,14,17,859,11,1824,896,67,494,152,54,32,60
12,CĂLĂRAŞI,"CONSILIUL LOCAL VILCELELE",233,VÂLCELELE,94731,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:45:55",476,431,1,8,36,286,242,0,8,36,271,15,515,229,14,233,14,3,4,3
12,CĂLĂRAŞI,"CREŞA NR. 1 CĂLĂRAŞI ( FOSTA CREŞA SĂPTĂMÂNALĂ CU 100 LOCURI)",29,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:01",735,725,0,10,0,275,265,0,10,0,263,12,861,586,67,94,60,16,10,16
12,CĂLĂRAŞI,"CREŞA NR. 1 CĂLĂRAŞI ( FOSTA CREŞA SĂPTĂMÂNALĂ CU 100 LOCURI)",28,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:03:43",1329,1320,0,9,0,1329,1320,0,9,0,513,0,1471,925,136,201,81,15,38,42
12,CĂLĂRAŞI,"DIRECŢIA DE CULTURĂ",62,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:48:30",1550,1536,0,13,1,722,708,0,13,1,693,20,1709,988,39,349,190,42,42,31
12,CĂLĂRAŞI,"FOSTA SCOALA PRIMARA ZIMBRU",223,ULMU,94606,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:20:19",97,83,0,8,6,67,53,0,8,6,66,1,90,23,1,61,4,0,0,0
12,CĂLĂRAŞI,"GRĂDINIŢA ALBĂ CA ZĂPADA",157,INDEPENDENŢA,93771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:24:12",643,635,1,1,6,398,391,0,1,6,369,28,690,293,17,224,106,5,8,9
12,CĂLĂRAŞI,"GRADINITA CU 4 GRUPE",202,SĂRULEŞTI,104886,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:53",1209,1163,0,25,21,894,848,0,25,21,878,16,1302,408,41,759,51,7,14,6
12,CĂLĂRAŞI,"GRĂDINIŢA CU PR.NORMAL NR.4 CALARASI",8,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:07:47",1464,1451,6,7,0,641,634,0,7,0,598,43,1596,955,115,281,104,28,40,30
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL COTOFANCA",150,GURBĂNEŞTI,103568,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:00:32",291,270,0,9,12,188,167,0,9,12,180,5,297,109,21,144,6,1,5,3
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL DRAGALINA",127,DRAGALINA,93487,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:38:01",1274,1257,1,6,10,718,701,1,6,10,687,31,1400,682,58,226,358,7,28,10
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1,",55,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:04",1368,1350,3,14,1,702,687,0,14,1,665,37,1516,814,49,379,130,38,29,40
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.1",54,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:14:15",1091,1079,0,12,0,555,543,0,12,0,541,14,1208,653,38,280,141,38,15,29
12,CĂLĂRAŞI,"GRADINIȚA CU PROGRAM NORMAL NR.2",65,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:29",1492,1481,2,8,1,783,774,0,8,1,747,30,1607,830,44,430,150,53,39,31
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 CUNEȘTI",147,GRĂDIŞTEA,93664,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:07:50",699,666,0,22,11,504,471,0,22,11,460,12,733,249,10,289,95,23,15,28
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.2 DUNĂREA",98,CHISELET,101822,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:03:20",613,589,1,4,19,362,339,0,4,19,355,7,669,307,15,110,212,5,8,5
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3",207,SPANŢOV,105259,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:57:00",666,647,0,5,14,422,403,0,5,14,410,12,729,307,26,85,269,11,17,2
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3",132,"DRAGOŞ VODĂ",93539,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:42",179,154,0,10,15,126,101,0,10,15,123,3,188,62,4,100,15,1,0,3
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL NR. 3 BORCEA",87,BORCEA,92961,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:26:27",834,805,0,15,14,464,435,0,15,14,449,15,907,443,39,138,237,12,16,7
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 3, COCONI",172,MÂNĂSTIREA,104181,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:34:08",632,614,1,11,6,328,311,0,11,6,315,13,679,351,20,254,13,8,15,5
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3 FLORICA",154,ILEANA,103764,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:55:34",490,489,0,1,0,274,273,0,1,0,268,6,535,261,25,216,15,2,9,1
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.3 GĂLĂŢUI",83,"ALEXANDRU ODOBESCU",94125,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:40",318,228,0,65,25,282,192,0,65,25,272,10,350,68,16,104,143,0,5,4
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 INFRĂȚIREA",119,"DOR MĂRUNT",93370,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:40:31",270,259,0,5,6,206,195,0,5,6,198,8,294,88,8,148,33,1,7,1
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL NR.3 LUPSANU",166,LUPŞANU,93931,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:40",469,461,0,6,2,271,263,0,6,2,262,9,469,198,23,166,32,15,20,6
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 4",60,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:05",1582,1572,1,7,2,749,740,0,7,2,707,42,1744,995,43,415,133,47,23,46
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR.4",61,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:38:30",1572,1565,0,6,1,686,679,0,6,1,658,21,1761,1082,31,432,108,31,27,29
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL NR.4 NUCETU",167,LUPŞANU,93931,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:58",486,484,1,1,0,259,258,0,1,0,251,8,531,272,26,160,11,30,19,5
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM NORMAL NR. 5",58,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:00",1718,1700,1,14,3,775,758,0,14,3,767,8,1876,1101,59,461,119,49,38,41
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.5 PODU PITARULUI",192,PLĂTĂREŞTI,104635,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:08:45",218,211,0,3,4,218,211,0,3,4,210,8,355,137,14,155,28,0,7,6
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL NR.5 PODU PITARULUI",191,PLĂTĂREŞTI,104635,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:49:48",441,432,0,3,6,283,274,0,3,6,277,6,475,192,12,215,47,1,1,1
12,CĂLĂRAŞI,"GRADINIȚA CU PROGRAM NORMAL NR. 6 ( INCINTA ȘCOALA GIMNAZIALĂ” ALEXANDRU D. GHICA”)",52,"MUNICIPIUL OLTENIŢA",100610,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:43:43",1896,1882,0,12,2,991,977,0,12,2,926,51,2088,1111,69,563,179,30,53,32
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ȘTEFAN VODĂ",215,"ŞTEFAN VODĂ",94580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:39",802,774,0,12,16,536,508,0,12,16,495,21,784,268,42,317,100,12,18,6
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL ȘTEFAN VODĂ",214,"ŞTEFAN VODĂ",94580,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:20:17",1091,1030,2,23,36,710,651,0,23,36,693,17,1151,441,43,540,76,8,10,16
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM NORMAL VALEA PRESNEI",151,GURBĂNEŞTI,103568,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:04:01",163,122,0,37,4,125,84,0,37,4,118,4,138,13,3,108,1,1,2,3
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM NORMAL VASILAȚI",229,VASILAŢI,105829,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:16:48",1818,1733,0,85,0,1222,1137,0,85,0,1188,34,1888,666,44,722,82,17,43,280
12,CĂLĂRAŞI,"GRADINITA CU PROGRAM PRELUNGIT",72,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:33:17",1433,1393,0,39,1,984,944,0,39,1,958,26,1557,573,40,676,161,24,33,24
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ARICEL” CĂLĂRAŞI",42,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:43",750,740,0,10,0,325,315,0,10,0,319,6,820,495,50,143,55,18,12,41
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ROSTOGOL” CĂLĂRAŞI(FOSTA GRĂDINIŢA CU PROGRAM NORMAL NR.2)",23,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:22:44",1581,1572,1,8,0,662,654,0,8,0,635,27,1727,1065,95,313,122,35,34,36
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT STEP BY STEP CĂLĂRAŞI (FOSTA GRĂDINIŢA CU PR. PREL. MICRO6)",9,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:48:38",1227,1222,0,5,0,566,561,0,5,0,540,18,1344,766,70,233,134,35,24,44
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”ŢARA COPILĂRIEI” CĂLĂRAŞI(FOSTA GRĂDINIŢĂ CU PR. PREL. NR.1)",22,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:50",1018,1009,0,9,0,478,469,0,9,0,466,12,1111,633,59,204,110,30,14,49
12,CĂLĂRAŞI,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”TĂRÂMUL VESELIEI” (CRÂNGU)",74,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:02:21",1331,1312,0,19,0,928,909,0,19,0,925,3,1467,539,51,631,185,22,27,9
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL” CĂLĂRAŞI",40,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:57",1428,1416,2,9,1,650,640,0,9,1,634,16,1559,909,133,276,110,49,33,33
12,CĂLĂRAŞI,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”VOINICEL” CĂLĂRAŞI",41,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:57:35",1066,1058,0,7,1,505,497,0,7,1,489,4,1173,665,76,233,67,28,30,55
12,CĂLĂRAŞI,"GRADINITA DE COPII",158,INDEPENDENŢA,93771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:21:19",450,441,0,6,3,289,280,0,6,3,276,13,471,182,23,108,106,17,13,9
12,CĂLĂRAŞI,"GRADINITA DE COPII",156,INDEPENDENŢA,93771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:03:53",1760,1699,1,21,39,1277,1219,0,21,37,1242,35,1920,643,30,708,435,11,27,31
12,CĂLĂRAŞI,"GRĂDINIȚA MIHAI VITEAZU",235,"VLAD ŢEPEŞ",94768,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:35",505,475,0,5,25,327,297,0,5,25,318,9,551,224,8,245,28,15,14,8
12,CĂLĂRAŞI,"GRADINITA NR.1 SARBI",101,CIOCĂNEŞTI,93085,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:15",999,941,1,14,43,731,673,1,14,43,707,24,1084,349,29,385,234,41,10,8
12,CĂLĂRAŞI,"LICEUL AGRICOL ”SANDU ALDEA” CĂLĂRAŞI",12,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:03:42",942,939,0,3,0,337,334,0,3,0,318,19,1047,710,87,135,40,12,24,20
12,CĂLĂRAŞI,"LICEUL AGRICOL ”SANDU ALDEA” CĂLĂRAŞI",10,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:19",1077,1064,0,13,0,478,465,0,13,0,445,33,1168,690,83,193,82,20,19,48
12,CĂLĂRAŞI,"LICEUL AGRICOL ”SANDU ALDEA” CĂLĂRAŞI",11,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:07:04",916,906,0,9,1,460,451,0,8,1,441,19,1008,548,62,197,100,30,10,42
12,CĂLĂRAŞI,"LICEUL ”DANUBIUS” CĂLĂRAŞI",25,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:26:50",1434,1426,3,5,0,624,619,0,5,0,583,36,1569,945,112,253,101,31,42,44
12,CĂLĂRAŞI,"LICEUL ”DANUBIUS” CĂLĂRAŞI",26,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:49",1927,1918,1,8,0,759,751,0,8,0,716,43,2110,1351,229,230,109,37,59,52
12,CĂLĂRAŞI,"LICEUL ”DANUBIUS” CĂLĂRAŞI",24,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:25:49",1432,1425,1,6,0,598,592,0,6,0,567,26,1603,598,125,217,108,40,36,41
12,CĂLĂRAŞI,"LICEUL ”DANUBIUS” CĂLĂRAŞI",27,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:49",1469,1462,0,7,0,558,551,0,7,0,498,60,1608,1050,175,202,51,15,36,19
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC MATEI BASARAB",171,MÂNĂSTIREA,104181,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:28",1386,1370,0,7,9,762,746,0,7,9,742,20,1514,752,52,594,43,15,26,12
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC MATEI BASARAB",170,MÂNĂSTIREA,104181,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:27:37",1343,1331,1,2,9,696,684,1,2,9,666,30,1482,786,75,535,20,1,19,16
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC NR. 1",71,"ORAŞ FUNDULEA",103032,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:14:25",886,868,0,16,2,583,565,0,16,2,563,20,940,357,21,302,178,17,21,24
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC NR. 1 BORCEA CLASELE I-IV SALA A",88,BORCEA,92961,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:29:32",1488,1448,0,16,24,857,817,0,16,24,832,25,1631,774,54,111,594,21,37,15
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC NR. 1 BORCEA CLASELE I-IV SALA B",89,BORCEA,92961,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:50:15",1379,1353,0,7,19,762,736,0,7,19,745,17,1523,761,58,152,471,18,34,12
12,CĂLĂRAŞI,"LICEUL TEHNOLOGIC TRANSPORTURI AUTO CĂLĂRAŞI",44,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:17:04",1209,1192,1,8,8,575,559,0,8,8,553,19,1310,738,94,267,104,25,36,27
12,CĂLĂRAŞI,"LIC. TEORETIC ”MIHAI EMINESCU”",15,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:00:11",1214,1196,3,15,0,532,517,0,15,0,512,20,1316,748,85,234,88,18,36,51
12,CĂLĂRAŞI,"LIC. TEORETIC ”MIHAI EMINESCU”",14,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:06:51",1325,1318,2,5,0,573,568,0,5,0,553,20,1450,877,79,271,114,25,24,40
12,CĂLĂRAŞI,"LIC. TEORETIC ”MIHAI EMINESCU”",13,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:38",983,975,3,5,0,480,475,0,5,0,466,14,1072,592,46,224,84,18,23,71
12,CĂLĂRAŞI,"PRIMĂRIA PLĂTĂREŞTI",189,PLĂTĂREŞTI,104635,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:38:03",1025,985,0,33,7,663,623,0,33,7,639,24,1082,419,52,479,50,3,19,36
12,CĂLĂRAŞI,PRIMARIE,76,"ORAŞ LEHLIU-GARĂ",93888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:58:56",1425,1412,0,5,8,850,837,0,5,8,823,27,1600,750,128,510,78,23,50,34
12,CĂLĂRAŞI,"PROPRIETATE PRIVATA",120,"DOR MĂRUNT",93370,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:21",271,269,1,1,0,172,170,1,1,0,162,10,295,123,21,109,17,4,6,5
12,CĂLĂRAŞI,"PROPRIETATE PRIVATĂ",175,MITRENI,100638,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:49",391,373,0,7,11,230,212,0,7,11,222,8,429,199,25,48,132,5,7,5
12,CĂLĂRAŞI,"SALA DE EDUCAȚIE FIZICĂ ȘCOLARĂ",161,JEGĂLIA,93815,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:54:52",728,685,1,9,33,522,480,0,9,33,504,18,800,278,21,194,266,3,12,8
12,CĂLĂRAŞI,"SALA DE SPORT A SCOLII GIMNAZIALE NICOLAE TITULESCU",21,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:36:48",1404,1393,1,9,1,536,526,0,9,1,514,22,1532,996,98,222,101,24,37,32
12,CĂLĂRAŞI,"SALA DE SPORT A SCOLII GIMNAZIALE NICOLAE TITULESCU",20,"MUNICIPIUL CĂLĂRAŞI",92569,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:15:53",710,701,0,7,2,334,325,0,7,2,323,11,772,438,51,132,74,22,14,30
12,CĂLĂRAŞI,"ŞC. GIMNAZIALĂ NR.1 DICHISENI",112,DICHISENI,93325,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:30:20",716,653,1,29,33,494,433,0,29,32,470,24,755,261,23,152,261,7,13,14
12,CĂLĂRAŞI,"SCOALA ANDOLINA",102,CIOCĂNEŞTI,93085,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:20:54",871,800,0,21,50,616,545,0,21,50,595,21,881,265,20,311,244,8,5,7
12,CĂLĂRAŞI,"SCOALA ARTARI",153,ILEANA,103764,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:17",503,485,0,18,0,337,319,0,18,0,332,5,532,195,13,283,28,1,6,1
12,CĂLĂRAŞI,"ŞCOALA BOGATA",146,GRĂDIŞTEA,93664,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:05:28",514,487,0,13,14,347,320,0,13,14,329,5,514,180,13,227,62,6,6,15
12,CĂLĂRAŞI,"SCOALA CLASELE 1-4 NR. 3",142,FUNDENI,103014,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:36:06",1145,1115,0,18,12,819,789,0,18,12,783,36,1202,383,45,400,288,7,36,7
12,CĂLĂRAŞI,"ȘCOALA CONSTANTIN BRÂNCOVEANU, LOCALUL CU ETAJ",228,VASILAŢI,105829,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:56",969,895,0,50,24,585,511,0,50,24,563,22,980,395,41,287,137,11,30,57
12,CĂLĂRAŞI,"SCOALA CU CLASELE I-IV",203,SĂRULEŞTI,104886,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:36:45",206,203,0,3,0,132,129,0,3,0,114,18,225,93,18,86,3,0,6,1
