precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ BOLDUR",337,BOLDUR,156106,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:35",517,491,1,22,3,400,375,0,22,3,394,6,500,100,171,16,59,111,37
37,TIMIŞ,"ŞCOALA PRIMARĂ JABĂR",338,BOLDUR,156106,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:48:21",348,325,2,13,8,265,243,1,13,8,259,6,400,135,136,9,32,68,14
37,TIMIŞ,"ŞCOALA PRIMARĂ OHABA-FORGACI",339,BOLDUR,156106,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:01:54",668,620,5,21,22,513,469,1,21,22,505,8,700,187,340,48,19,89,9
37,TIMIŞ,"ŞCOALA PRIMARĂ SINERSIG",340,BOLDUR,156106,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:36:03",508,494,2,9,3,291,278,1,9,3,279,12,579,288,192,13,20,43,11
