precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","SALOMIA DUMITRU-voturi"
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV GROŞI",193,CERNIŞOARA,169039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:17:55",715,691,0,14,10,508,484,0,14,10,471,37,770,262,138,95,123,12,0,103
40,VÂLCEA,"ŞCOALA CU CLASELE I-IV OBÎRŞIA",195,CERNIŞOARA,169039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:46:46",459,421,0,33,5,320,282,0,33,5,304,16,457,137,201,83,9,2,3,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII ARMĂŞEŞTI",191,CERNIŞOARA,169039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:26",495,471,2,8,14,321,300,0,8,13,305,16,530,209,105,95,61,15,7,22
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII CERNIŞOARA",192,CERNIŞOARA,169039,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:27:08",669,640,0,17,12,470,441,0,17,12,443,27,710,240,252,110,37,30,8,6
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII MĂDULARI",194,CERNIŞOARA,169039,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:29:59",561,514,0,38,9,402,355,0,38,9,389,13,580,178,252,72,26,3,21,15
