precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FRĂŢILESCU DRAGOŞ-VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","PROBAJI CONSTANTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","REMETEA NARCIS-PETRE-PARTIDUL SOCIAL DEMOCRAT-voturi","SPRÎNCENATU VICTOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
20,GORJ,"GRĂDINIȚA CU PROGRAM NORMAL TISMANA",104,"ORAŞ TISMANA",82430,2,PART,PRCNCT,P,P_SV,"2024-06-12 11:02:16",723,715,0,4,4,463,455,0,4,4,447,16,800,337,95,14,288,50
20,GORJ,"GRĂDINIȚA CU PROGRAM NORMAL TISMANA",105,"ORAŞ TISMANA",82430,3,PART,PRCNCT,P,P_SV,"2024-06-12 11:38:25",1044,1034,2,5,3,661,653,0,5,3,645,16,1100,439,88,18,460,79
20,GORJ,"ȘCOALA GENERALĂ CELEI",106,"ORAŞ TISMANA",82430,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:14:09",714,696,3,15,0,431,415,1,15,0,424,7,800,369,53,1,351,19
20,GORJ,"ȘCOALA GENERALĂ COSTENI",107,"ORAŞ TISMANA",82430,2,PART,PRCNCT,P,P_SV,"2024-06-12 11:53:24",881,862,1,17,1,573,554,1,17,1,551,22,900,327,64,3,448,36
20,GORJ,"ȘCOALA GENERALĂ POCRUIA",108,"ORAŞ TISMANA",82430,2,PART,PRCNCT,P,P_SV,"2024-06-12 12:11:33",838,821,0,14,3,570,553,0,14,3,558,12,900,330,190,6,337,25
20,GORJ,"ȘCOALA GENERALĂ SOHODOL",109,"ORAŞ TISMANA",82430,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:07:18",682,678,0,3,1,476,472,0,3,1,459,17,800,324,159,3,271,26
20,GORJ,"ȘCOALA GENERALĂ TOPEȘTI",110,"ORAŞ TISMANA",82430,2,PART,PRCNCT,P,P_SV,"2024-06-12 12:22:45",855,839,1,10,5,517,502,0,10,5,507,10,936,419,35,16,278,178
