precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
38,TULCEA,"SALA DE EDUCAȚIE FIZICĂ ȘI SPORT",74,"ORAŞ SULINA",159767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:15:46",1017,996,0,4,17,548,527,0,4,17,522,26,1125,577,69,10,214,111,45,53,8,12
38,TULCEA,"SALA DE SPORT MULTIFUNCŢIONALĂ „DANIEL IULIAN POHARIU”",33,"MUNICIPIUL TULCEA",159614,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:55:56",1338,1329,1,8,0,503,495,0,8,0,485,18,1487,984,121,3,174,85,19,35,7,41
38,TULCEA,"”SALA DE SPORT TOMA AUREL”",59,"ORAŞ BABADAG",159650,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:58:39",1259,1228,0,29,2,658,627,0,29,2,625,33,1356,698,280,0,251,57,7,10,2,18
38,TULCEA,ŞCOALA,92,CASIMCEA,159963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-09 23:34:49",36,27,0,9,0,30,21,0,9,0,26,4,40,10,8,0,17,1,0,0,0,0
38,TULCEA,ŞCOALA,85,BEŞTEPE,161552,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 14:12:09",66,61,0,5,0,40,35,0,5,0,37,3,68,28,13,2,11,6,0,1,1,3
38,TULCEA,"ŞCOALA CU CLASELE I-IV",170,NUFĂRU,161053,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:47:25",196,181,0,10,5,105,90,0,10,5,99,6,207,102,10,1,41,26,5,7,0,9
38,TULCEA,"ŞCOALA CU CLASELE I-IV",129,HORIA,160528,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:07:18",84,73,0,6,5,53,42,0,6,5,50,3,86,33,4,22,21,0,2,0,1,0
38,TULCEA,"ŞCOALA CU CLASELE I-IV BAIA",76,BAIA,159785,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:28:06",862,815,0,24,23,607,560,0,24,23,579,28,893,286,238,8,249,50,4,11,1,18
38,TULCEA,"ŞCOALA CU CLASELE I-IV CAUGAGIA",78,BAIA,159785,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:41:05",187,177,0,7,3,142,133,0,7,2,131,11,196,54,71,1,44,10,0,3,0,2
38,TULCEA,"ŞCOALA CU CLASELE I-IV DUNAVĂȚU DE SUS",159,MURIGHIOL,160911,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:54:59",133,126,0,7,0,70,63,0,7,0,60,10,138,68,24,0,17,8,0,2,0,9
38,TULCEA,"ŞCOALA CU CLASELE I-IV PLOPUL",160,MURIGHIOL,160911,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:24:13",474,474,0,0,0,191,191,0,0,0,181,10,523,332,53,3,78,17,2,18,0,10
38,TULCEA,"ŞCOALA GENERAL PRAPORGESCU",102,CERNA,160127,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 18:33:27",150,144,0,4,2,70,64,0,4,2,62,8,137,67,10,2,41,9,0,0,0,0
38,TULCEA,"ŞCOALA GIMNAZIALĂ",107,CIUCUROVA,160225,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:39:13",1143,1130,0,11,2,547,534,0,11,2,497,49,1248,702,265,22,95,67,5,10,1,32
38,TULCEA,"ŞCOALA GIMNAZIALĂ",91,CASIMCEA,159963,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:55:12",1100,1057,0,17,26,662,619,0,17,26,624,38,1171,509,340,10,207,41,3,13,2,8
38,TULCEA,"ŞCOALA GIMNAZIALĂ",132,IZVOARELE,160564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:54:34",1295,1132,1,113,49,912,751,1,112,48,841,71,1309,397,388,3,361,65,7,8,5,4
38,TULCEA,"ŞCOALA GIMNAZIALĂ",88,"C.A. ROSETTI",159883,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:47",204,196,0,6,2,92,84,0,6,2,84,8,224,132,10,8,47,8,1,6,1,3
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CIUCURENCU”",23,"MUNICIPIUL TULCEA",159614,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:39:40",1197,1184,4,7,2,484,475,0,7,2,467,17,1312,828,115,11,155,107,9,40,4,26
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”ALEXANDRU CIUCURENCU”",24,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:45:23",1556,1544,6,6,0,601,595,0,6,0,587,14,1710,1109,136,14,203,120,31,39,3,41
38,TULCEA,"ŞCOALA GIMNAZIALĂ BAIA",75,BAIA,159785,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 17:53:54",1635,1527,1,72,35,1064,963,0,72,29,1032,32,1681,617,409,0,503,80,4,8,0,28
38,TULCEA,"ȘCOALA GIMNAZIALĂ BEIDAUD",81,BEIDAUD,159847,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:05:08",435,421,1,4,9,272,259,0,4,9,261,11,468,196,71,1,153,27,0,4,4,1
38,TULCEA,"ŞCOALA GIMNAZIALĂ BEŞTEPE",84,BEŞTEPE,161552,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:52:04",1340,1311,2,1,26,620,593,0,1,26,579,40,1472,853,160,12,240,65,6,13,1,82
38,TULCEA,"ȘCOALA GIMNAZIALĂ CARAORMAN",111,CRIŞAN,160261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:31:14",209,205,0,4,0,135,131,0,4,0,125,10,227,92,62,16,34,8,1,1,0,3
38,TULCEA,"ŞCOALA GIMNAZIALĂ CARCALIU",87,CARCALIU,159945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:53:18",1113,1071,0,15,27,471,429,0,15,27,428,43,1183,712,189,10,151,56,1,3,4,14
38,TULCEA,"ŞCOALA GIMNAZIALĂ CARCALIU",86,CARCALIU,159945,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:12:11",1326,1274,3,19,30,527,478,0,19,30,466,61,1442,915,195,3,178,55,2,10,1,22
38,TULCEA,"ȘCOALA GIMNAZIALĂ CEAMURLIA DE JOS",96,"CEAMURLIA DE JOS",160092,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:02:51",981,962,1,4,14,468,450,0,4,14,437,31,962,494,110,5,247,45,5,7,0,18
38,TULCEA,"ŞCOALA GIMNAZIALĂ CEAMURLIA DE SUS",79,BAIA,159785,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:25:27",547,502,0,25,20,372,327,0,25,20,350,22,575,203,213,3,114,15,0,4,0,1
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG CORP A",57,"ORAŞ BABADAG",159650,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 15:29:36",1334,1315,0,18,1,555,536,0,18,1,480,75,1456,901,293,3,130,36,1,0,6,11
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG CORP B",56,"ORAŞ BABADAG",159650,6,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:24:45",1335,1302,0,27,6,735,702,0,27,6,711,24,1447,712,273,5,322,57,3,17,2,32
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCOVEANU” BABADAG - GRĂDINIȚA PN",58,"ORAŞ BABADAG",159650,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:17:06",587,566,0,18,3,303,282,0,18,3,295,8,639,336,133,1,130,21,0,5,1,4
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN GĂVENEA”",26,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:26:40",1343,1337,6,0,0,554,554,0,0,0,546,8,1494,940,171,6,161,108,31,33,5,31
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN GĂVENEA”",25,"MUNICIPIUL TULCEA",159614,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:56:55",1659,1623,0,4,32,711,675,0,4,32,697,14,1798,1087,174,7,245,136,33,54,9,39
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”CONSTANTIN GĂVENEA”",27,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:43:27",1444,1435,3,6,0,602,596,0,6,0,583,19,1592,990,178,12,183,73,44,57,8,28
38,TULCEA,"ŞCOALA GIMNAZIALĂ CRISAN",110,CRIŞAN,160261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:51:11",375,363,7,0,5,201,196,0,0,5,193,8,408,207,31,24,81,29,2,20,0,6
38,TULCEA,"SCOALĂ GIMNAZIALĂ ” DOBRE VLĂDESCU” TURCOAIA",199,TURCOAIA,161464,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:17",1202,1160,1,8,33,796,755,0,8,33,777,19,1279,464,328,4,198,199,4,22,1,21
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”DOBRE VLĂDESCU” TURCOAIA",198,TURCOAIA,161464,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:07:29",1402,1356,2,3,41,984,938,2,3,41,943,41,1539,555,411,8,193,257,7,41,3,23
38,TULCEA,"SCOALA GIMNAZIALA DOROBANTU",114,DOROBANŢU,160323,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:58:12",664,616,0,12,36,361,313,0,12,36,346,15,679,318,37,1,207,68,1,23,0,9
38,TULCEA,"ȘCOALA GIMNAZIALĂ „ELENA DOAMNA”",8,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:56:57",1056,1041,2,6,7,435,422,0,6,7,420,15,1171,736,98,3,159,66,26,52,6,10
38,TULCEA,"ȘCOALA GIMNAZIALĂ „ELENA DOAMNA”",7,"MUNICIPIUL TULCEA",159614,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 17:11:34",1234,1227,6,1,0,472,471,0,1,0,454,18,1416,944,112,9,177,60,15,49,4,28
38,TULCEA,"ȘCOALA GIMNAZIALĂ „ELENA DOAMNA”",9,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:08:10",1219,1190,19,10,0,559,548,1,10,0,549,10,1344,785,160,3,186,95,33,36,15,21
38,TULCEA,"ȘCOALA GIMNAZIALĂ „ELENA DOAMNA”",10,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:47:55",891,880,0,5,6,400,389,0,5,6,383,17,976,576,117,11,134,49,19,31,6,16
38,TULCEA,"ŞCOALA GIMNAZIALĂ FĂGĂRAȘU NOU",194,TOPOLOG,161384,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:00:57",487,484,0,3,0,228,225,0,3,0,210,18,534,306,62,5,82,36,1,14,2,8
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE BANEA”",65,"ORAŞ MĂCIN",159730,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:27:45",1323,1303,1,11,8,637,618,0,11,8,622,15,1438,801,180,1,256,100,15,39,4,27
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GHEORGHE BANEA”",64,"ORAŞ MĂCIN",159730,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 08:11:32",1195,1190,0,3,2,540,535,0,3,2,510,25,1309,774,138,3,189,84,8,43,3,42
38,TULCEA,"ŞCOALA GIMNAZIALĂ GRECI, CORP B",122,GRECI,160430,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:22:34",1494,1490,1,3,0,706,703,0,3,0,670,36,1646,940,264,2,267,82,11,18,4,22
38,TULCEA,"ŞCOALA GIMNAZIALĂ GRECI, CORP B",123,GRECI,160430,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:35:40",1190,1178,1,9,2,523,512,0,9,2,507,16,1303,780,194,1,201,59,7,7,6,32
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GRIGORE ANTIPA”",21,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:29:02",995,985,4,6,0,459,453,0,6,0,448,11,1105,646,127,7,164,58,27,48,6,11
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”GRIGORE ANTIPA”",20,"MUNICIPIUL TULCEA",159614,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 12:38:31",1136,1133,0,3,0,462,459,0,3,0,452,10,1261,799,112,5,168,90,22,29,11,15
38,TULCEA,"ȘCOALA GIMNAZIALĂ HAMCEARCA",125,HAMCEARCA,160476,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:37:55",260,240,0,9,11,170,150,0,9,11,165,5,288,118,66,4,74,16,0,3,1,1
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”IOAN NENIŢESCU”",52,"MUNICIPIUL TULCEA",159614,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 09:25:50",1225,1218,1,6,0,532,526,0,6,0,518,14,1348,816,140,8,191,85,20,25,7,42
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”IOAN NENIŢESCU”",53,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:19:59",1475,1465,3,6,1,643,633,3,6,1,626,17,1622,979,166,23,248,103,17,44,3,22
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”IOAN NENIȚESCU ” PARTIZANI",149,MALIUC,160779,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:01:48",326,316,0,3,7,212,202,0,3,7,209,3,351,139,148,2,28,19,3,2,0,7
38,TULCEA,"ȘCOALA GIMNAZIALĂ JIJILA",135,JIJILA,160617,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:05:50",1797,1792,0,3,2,898,893,0,3,2,873,25,1975,1077,383,4,309,104,23,21,5,24
38,TULCEA,"ȘCOALA GIMNAZIALĂ JIJILA (CORP GRĂDINIȚA CU PROGRAM NORMAL JIJILA)",136,JIJILA,160617,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 12:44:59",1593,1588,1,2,2,806,802,0,2,2,783,23,1754,948,323,15,320,86,10,13,3,13
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”MAIOR IOAN MURGESCU”",183,SMÂRDAN,161286,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:33:37",867,848,0,2,17,468,449,0,2,17,453,15,954,486,34,5,326,51,6,9,3,19
38,TULCEA,"ŞCOALA GIMNAZIALĂ MALIUC",147,MALIUC,160779,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:11:50",314,299,2,9,4,196,182,1,9,4,184,12,331,135,112,0,26,25,3,9,0,9
38,TULCEA,"ȘCOALA GIMNAZIALĂ MIHAI BRAVU",150,"MIHAI BRAVU",160831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:29:28",555,532,4,11,8,242,223,0,11,8,229,13,591,349,41,0,137,39,1,1,2,8
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”MIHAI EMINESCU” VALEA TEILOR",203,"VALEA TEILOR",161561,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:07:24",1149,1110,1,32,6,803,765,0,32,6,741,62,1206,403,388,2,241,81,3,8,1,17
38,TULCEA,"ŞCOALA GIMNAZIALĂ MIHAIL KOGĂLNICEANU",153,"MIHAIL KOGĂLNICEANU",160877,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:21:02",1669,1571,0,55,43,1123,1025,0,55,43,1083,40,1764,641,509,3,383,136,8,12,2,30
38,TULCEA,"ŞCOALA GIMNAZIALĂ MILA23",112,CRIŞAN,160261,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:10:34",376,373,0,3,0,247,244,0,3,0,228,19,408,161,33,4,114,50,6,5,2,14
38,TULCEA,"ŞCOALA GIMNAZIALĂ MINERI",185,SOMOVA,161302,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:59:11",1637,1634,1,2,0,816,813,1,2,0,791,25,1805,989,280,9,192,126,108,27,2,47
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”MIRCEA CEL BĂTRÂN” BABADAG",55,"ORAŞ BABADAG",159650,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 13:25:34",1848,1760,1,68,19,898,811,0,68,19,848,50,1971,1073,348,6,365,82,0,17,10,20
38,TULCEA,"ŞCOALA GIMNAZIALĂ NALBANT",162,NALBANT,160993,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 09:49:49",763,745,1,6,11,412,395,0,6,11,391,21,834,422,92,4,212,60,2,6,5,10
38,TULCEA,"ȘCOALA GIMNAZIALĂ NEATÂRNAREA",82,BEIDAUD,159847,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:42:31",372,364,0,5,3,192,184,0,5,3,178,14,402,210,33,1,99,18,0,5,13,9
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NICHIFOR LUDOVIG”",166,NICULIŢEL,161035,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:58:07",1158,1152,1,2,3,523,518,0,2,3,507,16,1275,751,122,3,193,109,2,52,3,23
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NICHIFOR LUDOVIG”",165,NICULIŢEL,161035,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:44:00",1241,1237,1,0,3,569,569,0,0,0,547,22,1366,797,92,3,231,81,4,91,2,43
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NIFON BĂLĂŞESCU”",47,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:03:32",1325,1322,0,3,0,497,494,0,3,0,474,23,1472,975,121,7,156,97,27,37,2,27
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NIFON BĂLĂŞESCU”",45,"MUNICIPIUL TULCEA",159614,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 15:05:13",1022,1013,4,5,0,384,379,0,5,0,375,9,1144,760,90,4,126,79,26,27,2,21
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”NIFON BĂLĂŞESCU”",46,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 07:34:11",1465,1451,0,7,7,628,621,0,0,7,602,26,1616,988,153,8,200,115,44,36,3,43
38,TULCEA,"ŞCOALA GIMNAZIALĂ NR.12",32,"MUNICIPIUL TULCEA",159614,4,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 16:50:14",1383,1370,1,11,1,481,469,0,11,1,470,11,1520,1039,134,11,176,66,17,29,4,33
38,TULCEA,"ŞCOALA GIMNAZIALĂ NR.12",31,"MUNICIPIUL TULCEA",159614,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 11:02:08",1258,1247,1,10,0,533,523,0,10,0,518,15,1415,882,124,4,207,82,22,59,1,19
38,TULCEA,"ȘCOALA GIMNAZIALĂ NR. 12",30,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:44:31",1083,1055,0,8,20,444,416,0,8,20,430,14,1186,742,101,11,154,84,20,41,2,17
38,TULCEA,"ȘCOALA GIMNAZIALĂ NR. 12",29,"MUNICIPIUL TULCEA",159614,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:25:14",1164,1158,0,6,0,506,500,0,6,0,495,11,1295,789,116,14,181,79,27,56,4,18
38,TULCEA,"ŞCOALA GIMNAZIALĂ ”PANAIT CERNA”",101,CERNA,160127,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 14:22:07",1673,1589,4,40,40,1025,943,2,40,40,994,31,1749,724,213,3,415,300,11,13,8,31
38,TULCEA,"ŞCOALA GIMNAZIALĂ SARICHIOI",175,SARICHIOI,161179,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:30:28",1318,1315,0,0,3,548,545,0,0,3,521,27,1457,909,131,3,254,104,3,6,0,20
38,TULCEA,"ŞCOALA GIMNAZIALĂ SARICHIOI",174,SARICHIOI,161179,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:26:38",1490,1486,1,0,3,651,648,0,0,3,626,25,1643,992,207,6,279,93,6,11,1,23
38,TULCEA,"ȘCOALA GIMNAZIALĂ SARIGHIOL DE DEAL",83,BEIDAUD,159847,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:28:59",473,463,0,4,6,272,262,0,4,6,247,25,523,250,50,4,155,21,0,2,3,12
38,TULCEA,"ȘCOALA GIMNAZIALĂ ”TRAIAN COȘOVEI’’ SOMOVA",184,SOMOVA,161302,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:51:27",2045,2024,9,10,2,1076,1061,3,10,2,1038,38,2235,1159,520,8,187,103,153,23,10,34
38,TULCEA,"ȘCOALA GIMNAZIALĂ TURDA",152,"MIHAI BRAVU",160831,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:13:14",996,966,0,5,25,526,498,0,5,23,507,19,1103,577,84,3,324,70,2,4,1,19
38,TULCEA,"ŞCOALA GIMNAZIALA ”VASILE ALECSANDRI ”NUFARU",168,NUFĂRU,161053,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:57:38",1020,1000,0,10,10,529,509,0,10,10,504,25,1100,571,119,11,181,80,6,36,3,68
38,TULCEA,"ȘCOALA GIMNAZIALĂ ZEBIL",179,SARICHIOI,161179,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:17:21",1054,1037,0,14,3,432,415,0,14,3,402,30,1145,713,71,3,207,81,7,10,3,20
38,TULCEA,"SCOALA I- IV - INCAPERE EXPOZITIONALA",71,"ORAŞ SULINA",159767,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 12:45:14",961,944,0,7,10,507,490,0,7,10,490,17,1046,538,76,8,177,119,48,46,2,14
38,TULCEA,"ȘCOALA I-IV PROSPECT",72,"ORAŞ SULINA",159767,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 02:54:27",208,192,2,8,6,114,100,0,8,6,107,7,213,99,13,1,50,19,4,16,1,3
38,TULCEA,"ȘCOALA MEȘTERU",116,DOROBANŢU,160323,3,PROV,PRCNCT,CJ,CJ_SV,"2024-06-12 14:41:34",97,89,0,5,3,66,58,0,5,3,65,1,100,34,1,0,43,18,0,1,0,2
38,TULCEA,"ŞCOALA PRIMARĂ",133,IZVOARELE,160564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:48:54",138,117,0,13,8,138,117,0,13,8,131,7,202,64,44,0,66,18,1,1,0,1
38,TULCEA,"ŞCOALA PRIMARĂ",93,CASIMCEA,159963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:18:15",331,321,0,4,6,235,225,0,4,6,219,16,354,119,39,4,162,11,1,1,0,1
38,TULCEA,"ŞCOALA PRIMARĂ",90,"C.A. ROSETTI",159883,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:00:54",154,152,0,1,1,77,75,0,1,1,67,10,167,90,10,3,19,19,1,10,2,3
38,TULCEA,"ŞCOALA PRIMARĂ",89,"C.A. ROSETTI",159883,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:29:31",231,227,0,3,1,137,133,0,3,1,131,6,247,110,46,12,34,27,3,4,0,5
38,TULCEA,"ŞCOALA PRIMARĂ",108,CIUCUROVA,160225,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:29:26",156,147,0,9,0,91,82,0,9,0,86,5,166,75,48,1,8,15,0,1,0,13
38,TULCEA,"ŞCOALA PRIMARĂ",95,CASIMCEA,159963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:05:56",495,482,0,9,4,375,362,0,9,4,366,9,532,157,262,0,73,13,1,0,9,8
38,TULCEA,"ŞCOALA PRIMARĂ",94,CASIMCEA,159963,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:40",263,248,0,5,10,132,117,0,5,10,122,10,274,142,57,1,49,10,0,5,0,0
38,TULCEA,"ŞCOALA PRIMARĂ",134,IZVOARELE,160564,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:36:21",249,244,0,0,5,167,162,0,0,5,160,7,269,95,59,3,77,16,1,0,0,4
38,TULCEA,"ŞCOALA PRIMARĂ CAMENA",77,BAIA,159785,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:16:43",302,277,1,21,3,226,201,1,21,3,217,9,306,80,122,9,79,6,0,0,1,0
38,TULCEA,"ŞCOALA PRIMARĂ CERBU",193,TOPOLOG,161384,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 03:49:30",178,167,0,9,2,84,73,0,9,2,79,5,185,101,16,2,42,11,0,5,1,2
38,TULCEA,"ŞCOALA PRIMARĂ DUNAVĂȚU DE JOS",158,MURIGHIOL,160911,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 05:37:27",521,515,0,5,1,296,290,0,5,1,285,11,573,277,83,6,78,41,4,48,1,24
38,TULCEA,"ŞCOALA PRIMARĂ ENISALA",176,SARICHIOI,161179,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 04:35:03",769,763,0,5,1,385,379,0,5,1,365,18,843,458,58,2,217,82,0,0,0,6
38,TULCEA,"ȘCOALA PRIMARĂ GORGOVA",148,MALIUC,160779,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 01:47:40",114,111,0,3,0,70,67,0,3,0,70,0,122,52,39,0,10,11,0,4,1,5
38,TULCEA,"ŞCOALA PRIMARĂ LUNCA",97,"CEAMURLIA DE JOS",160092,2,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 06:17:17",1018,992,0,6,20,497,471,0,6,20,466,31,1118,621,226,5,155,54,4,6,4,12
38,TULCEA,"ȘCOALA PRIMARĂ NICOLAE BĂLCESCU",163,NALBANT,160993,1,PROV,PRCNCT,CJ,CJ_SV,"2024-06-10 10:52:29",1039,1007,1,16,15,582,551,0,16,15,546,36,1105,523,300,4,164,61,0,4,2,11
38,TULCEA,"ŞCOALA PRIMARĂ NR. 1",67,"ORAŞ MĂCIN",159730,7,PROV,PRCNCT,CJ,CJ_SV,"2024-06-11 19:40:46",1942,1928,4,7,3,831,821,0,7,3,789,18,2124,1317,258,3,291,106,28,54,4,45
