precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
1,ALBA,"CĂMINUL CULTURAL LUNCA AMPOIȚEI",311,METEŞ,5577,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:56:35",205,195,0,2,8,132,122,0,2,8,124,8,224,92,88,25,11,0
1,ALBA,"CĂMINUL CULTURAL POIANA AMPOIULUI",312,METEŞ,5577,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:36:03",211,200,1,8,2,135,125,0,8,2,131,4,238,103,71,42,10,8
1,ALBA,"CĂMINUL CULTURAL PRESACA AMPOIULUI",313,METEŞ,5577,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:58:26",289,277,0,4,8,221,209,0,4,8,218,3,265,44,65,75,75,3
1,ALBA,"ŞCOALA GIMNAZIALĂ AMPOIŢA",310,METEŞ,5577,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:09:54",608,589,1,9,9,396,377,1,9,9,385,11,675,279,319,45,18,3
1,ALBA,"ŞCOALA GIMNAZIALĂ METEŞ",309,METEŞ,5577,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:05",478,461,0,13,4,268,251,0,13,4,260,8,502,234,166,60,32,2
1,ALBA,"ŞCOALA PRIMARĂ ”DIONISIU POPOVICIU” TĂUŢI",314,METEŞ,5577,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:27:28",523,505,0,5,13,343,325,0,5,13,337,6,568,225,275,46,12,4
