precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi"
35,SUCEAVA,"SCOALA GIMNAZIALA BAISESTI",263,"CORNU LUNCII",147786,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:43",1189,1182,1,1,5,651,645,0,1,5,629,22,1229,578,354,205,43,25,2
35,SUCEAVA,"SCOALA GIMNAZIALA BRAIESTI",264,"CORNU LUNCII",147786,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:08:54",961,949,0,2,10,505,493,0,2,10,481,24,1100,595,323,71,49,32,6
35,SUCEAVA,"SCOALA GIMNAZIALA CORNU LUNCII",262,"CORNU LUNCII",147786,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:35",1042,1026,3,3,10,547,534,0,3,10,525,22,1200,653,251,193,53,24,4
35,SUCEAVA,"SCOALA PAISENI",266,"CORNU LUNCII",147786,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:05:14",649,640,0,3,6,334,325,0,3,6,314,14,700,372,248,35,17,10,4
35,SUCEAVA,"SCOALA PRIMARA DUMBRAVA",265,"CORNU LUNCII",147786,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:26:57",474,461,0,9,4,256,243,0,9,4,241,15,500,244,173,30,15,15,8
35,SUCEAVA,"SCOALA PRIMARA SASCA MICA",268,"CORNU LUNCII",147786,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:15",604,587,0,16,1,287,270,0,16,1,265,22,645,358,171,48,20,19,7
35,SUCEAVA,"SCOALA SASCA MARE",267,"CORNU LUNCII",147786,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:40:04",560,548,0,5,7,299,287,0,5,7,285,14,600,298,174,58,24,20,9
35,SUCEAVA,"SCOALA SASCA NOUA",269,"CORNU LUNCII",147786,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:10:13",179,176,0,3,0,112,109,0,3,0,106,6,200,88,72,15,8,10,1
35,SUCEAVA,"SCOALA SINCA",270,"CORNU LUNCII",147786,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:06:03",135,125,0,2,8,81,71,0,2,8,79,2,150,69,58,6,14,0,1
