precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
4,BACĂU,"CĂMIN CULTURAL FĂGET",360,GHIMEŞ-FĂGET,22718,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:15:14",1106,1102,0,4,0,605,601,0,4,0,576,29,1200,595,408,22,121,25
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-IV FĂGETUL DE SUS",362,GHIMEŞ-FĂGET,22718,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:21:46",204,200,1,3,0,121,118,0,3,0,115,6,300,179,72,4,30,9
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-IV RĂCHITIŞ",364,GHIMEŞ-FĂGET,22718,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:35:40",196,187,0,8,1,115,106,0,8,1,107,8,200,85,9,43,50,5
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII BOLOVĂNIŞ",361,GHIMEŞ-FĂGET,22718,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:17",708,706,0,2,0,343,341,0,2,0,323,20,806,463,145,33,94,51
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII GHIMEŞ",363,GHIMEŞ-FĂGET,22718,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:40:33",900,894,0,6,0,538,532,0,6,0,524,14,900,362,439,13,59,13
4,BACĂU,"ŞCOALA GENERALA CU CLASELE I-VIII TĂRHĂUŞI",365,GHIMEŞ-FĂGET,22718,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:43:28",629,624,0,5,0,309,304,0,5,0,288,21,700,391,156,26,89,17
