precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
17,DOLJ,"CĂMINUL CULTURAL DAMIAN",475,SADOVA,73996,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:48:24",1371,1337,1,18,15,864,830,1,18,15,824,40,1500,636,104,31,378,311
17,DOLJ,"SCOALA GIMNAZIALA SADOVA, LOCAL DEAL",474,SADOVA,73996,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:50:47",1227,1186,1,17,23,667,628,0,17,22,603,64,1400,733,279,134,85,105
17,DOLJ,"SCOALA GIMNAZIALA SADOVA LOCAL VALE",473,SADOVA,73996,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:46:02",1237,1206,2,15,14,689,660,0,15,14,646,43,1300,611,317,109,104,116
17,DOLJ,"ŞCOALA GIMNAZIALĂ SADOVA, STRUCTURA PISCU – SADOVEI LOCAL VECHI",476,SADOVA,73996,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:22:46",917,882,3,18,14,560,526,2,18,14,530,30,1000,440,95,7,51,377
17,DOLJ,"SCOALA GIMNAZIALA STRUCTURA RAIETI",472,SADOVA,73996,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:05:41",1568,1560,0,4,4,275,267,0,4,4,241,34,1700,1425,105,21,38,77
17,DOLJ,"SCOALA GIMNAZIALA STRUCTURA RAIETI",471,SADOVA,73996,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:59:56",537,530,0,3,4,223,216,0,3,4,205,18,558,335,74,16,61,54
