precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PELCARU DOREL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BĂDĂNOIU NICOLAE-PARTIDUL SOCIAL DEMOCRAT-voturi","GOGAN CORNEL-PARTIDUL NAȚIONAL LIBERAL-voturi","VOINEA GRIGORE-GABRIEL-FORȚA DREPTEI-voturi","POPESCU VALENTIN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
36,TELEORMAN,"CASA DE CULTURA VIDELE",76,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,P,P_SV,"2024-06-10 11:15:10",1465,1443,0,21,1,951,929,0,21,1,929,22,1600,649,40,269,461,53,106
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2, TĂMĂȘEȘTI",80,"ORAŞ VIDELE",151905,1,PART,PRCNCT,P,P_SV,"2024-06-10 10:28:31",660,647,0,7,6,473,460,0,7,6,459,10,720,251,14,153,155,15,122
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 3, FURCULEȘTI",78,"ORAŞ VIDELE",151905,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:49:34",1294,1264,1,20,9,807,778,0,20,9,802,5,1400,593,26,257,356,31,132
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 4, FOTĂCHEȘTI",77,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,P,P_SV,"2024-06-10 12:58:29",901,892,0,8,1,522,513,0,8,1,512,10,1039,517,27,131,264,6,84
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 5, CARTOJANCA",79,"ORAŞ VIDELE",151905,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:34:43",651,639,0,10,2,467,455,0,10,2,461,6,700,233,13,107,129,8,204
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 6, PARISEȘTI",81,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:30:55",464,458,0,5,1,338,332,0,5,1,328,10,500,160,14,83,143,6,82
36,TELEORMAN,"GRĂDINIȚA CU PROGRAM NORMAL NR. 7, COȘOAIA",82,"ORAŞ VIDELE",151905,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:24:43",275,258,0,14,3,176,159,0,14,3,170,6,285,109,15,40,83,4,28
36,TELEORMAN,"LICEUL TEORETIC",75,"ORAŞ VIDELE",151905,1,PROV,PRCNCT,P,P_SV,"2024-06-10 10:51:27",1379,1356,4,18,1,824,805,0,18,1,806,18,1490,659,54,250,371,42,89
36,TELEORMAN,"ȘCOALA GIMNAZIALĂ CU CLASELE I-VIII, NR. 2",74,"ORAŞ VIDELE",151905,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:29",1611,1584,2,25,0,1112,1087,0,25,0,1079,33,1800,688,60,319,490,47,163
