precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","MUREŞAN ALEXANDRU-TEOFIL-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL INĂU",275,SOMEŞ-ODORHEI,142710,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:14:18",485,455,0,8,22,317,287,0,8,22,304,12,528,212,28,20,185,49,22
33,SĂLAJ,"CĂMINUL CULTURAL ȘOIMUȘ",276,SOMEŞ-ODORHEI,142710,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:37:36",287,263,0,7,17,166,142,0,7,17,154,12,330,164,24,3,99,3,25
33,SĂLAJ,"CĂMINUL CULTURAL SOMEȘ-ODORHEI",272,SOMEŞ-ODORHEI,142710,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:48:01",1106,1065,1,7,33,698,663,0,7,28,677,21,1194,496,129,124,142,179,103
33,SĂLAJ,"ȘCOALA PRIMARĂ BÎRSA",273,SOMEŞ-ODORHEI,142710,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 00:04:24",88,74,0,8,6,45,31,0,8,6,45,0,100,55,4,11,23,3,4
33,SĂLAJ,"ȘCOALA PRIMARĂ DOMNIN",274,SOMEŞ-ODORHEI,142710,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:51:12",246,234,0,5,7,136,124,0,5,7,120,16,280,144,16,2,71,24,7
