precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MĂGDĂLINA ION-PARTIDUL SOCIAL DEMOCRAT-voturi","ENEA NICU-CIPRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","CAPĂTĂ EMIL-UNIUNEA SALVAȚI ROMÂNIA-voturi","BUSUIOC ION-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ARON ŞTEFAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
4,BACĂU,"CAMIN CULTURAL DRĂGUGEŞTI",383,HELEGIU,22898,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:23",1196,1180,0,8,8,557,541,0,8,8,526,31,1300,743,312,81,50,59,24
4,BACĂU,"CENTRU RECREERE",381,HELEGIU,22898,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:34",815,809,1,3,2,363,358,0,3,2,349,14,900,537,73,125,8,14,129
4,BACĂU,"GRĂDINIȚA CU PROGRAM NORMAL BRĂTILA",380,HELEGIU,22898,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:38:03",623,613,0,8,2,322,312,0,8,2,310,12,700,378,81,80,2,22,125
4,BACĂU,"ŞCOALA DRĂGUGEŞTI 2",384,HELEGIU,22898,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:52:16",337,327,0,8,2,164,154,0,8,2,145,19,400,236,56,18,34,31,6
4,BACĂU,"ȘCOALA GIMNAZIALĂ DELENI",382,HELEGIU,22898,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:00:00",1269,1260,0,2,7,638,629,0,2,7,598,40,1300,662,105,125,11,18,339
4,BACĂU,"ŞCOALA GIMNAZIALĂ HELEGIU",379,HELEGIU,22898,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:54:05",936,931,0,3,2,454,449,0,3,2,445,9,1000,546,99,231,16,16,83
