precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BODÓ ELŐD-BARNA-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PANTEA DOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","SZAKÁCS ANDRÁS-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
28,MUREŞ,"CĂMINUL CULTURAL BERGHIA",474,PĂNET,118691,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:52:33",960,942,4,3,11,454,439,1,3,11,433,21,1050,596,326,82,25
28,MUREŞ,"CĂMINUL CULTURAL HĂRŢĂU",476,PĂNET,118691,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:34:28",274,271,0,3,0,127,124,0,3,0,118,9,300,173,83,26,9
28,MUREŞ,"CĂMINUL CULTURAL SÂNTIOANA DE MUREŞ",477,PĂNET,118691,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:09:14",1106,1104,1,1,0,618,617,0,1,0,597,21,1214,596,363,26,208
28,MUREŞ,"GRĂDINIŢA CU PROGRAM NORMAL PĂNET",472,PĂNET,118691,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:01",1064,1059,2,1,2,676,673,0,1,2,662,14,1171,495,643,5,14
28,MUREŞ,"ŞCOALA PRIMARĂ CUIEŞD",475,PĂNET,118691,1,PROV,PRCNCT,P,P_SV,"2024-06-10 01:22:54",666,659,0,7,0,275,268,0,7,0,244,31,732,457,161,60,23
28,MUREŞ,"SEDIUL PRIMĂRIEI COMUNEI PĂNET",473,PĂNET,118691,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:20:39",856,849,0,4,3,562,555,0,4,3,551,11,940,378,509,29,13
