precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ŞOFINEŢ SERIOJA-MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","BRINZANIC IVAN-CLAUDIU-UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","ALMĂŞAN SILVIU-MARIN-PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"CĂMIN CULTURAL",378,REMEŢI,108552,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:09",319,315,0,3,1,152,148,0,3,1,142,10,400,248,43,92,7
26,MARAMUREŞ,"CANTON DE EXPLOATARE ABA SOMEŞ-TISA",379,REMEŢI,108552,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:02:13",154,144,0,9,1,72,62,0,9,1,69,3,200,128,12,55,2
26,MARAMUREŞ,GRĂDINIŢA,377,REMEŢI,108552,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:19:56",809,800,1,1,7,369,361,0,1,7,354,15,900,531,66,286,2
26,MARAMUREŞ,"ŞCOALA CU CLASELE I-VIII",376,REMEŢI,108552,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:56:43",1391,1372,1,4,14,644,626,0,4,14,610,34,1408,764,99,501,10
