precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"KUTTESCH PAUL-FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","SAVA AUGUSTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CÎMPEAN DANIELA-PARTIDUL NAȚIONAL LIBERAL-voturi","TRIF BOGDAN-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","TRANCĂ LUCIAN-LIVIU-PARTIDUL PATRIOȚILOR-voturi","ECHERT ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GLIGOR IOAN-PARTIDUL ECOLOGIST ROMÂN-voturi","DRAGOŞ PATRICHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
34,SIBIU,"COLEGIUL TEHNIC ENERGETIC",76,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:24:21",1355,1351,0,4,0,468,464,0,4,0,463,5,1493,1025,100,42,119,96,12,60,25,9
34,SIBIU,"COLEGIUL TEHNIC ENERGETIC",75,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:37:34",1420,1414,1,5,0,538,533,0,5,0,518,20,1565,1027,105,62,140,97,18,73,19,4
34,SIBIU,"COLEGIUL TEHNIC INDEPENDENŢA",18,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:19:44",1211,1203,0,8,0,483,475,0,8,0,468,15,1342,859,99,60,110,63,20,73,24,19
34,SIBIU,"COLEGIUL TEHNIC INDEPENDENŢA SIBIU",42,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:11",1054,1037,11,6,0,373,367,0,6,0,363,10,1168,795,88,35,81,56,10,52,28,13
34,SIBIU,"COMPLEX COMERCIAL",134,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:09:29",1251,1243,0,8,0,573,565,0,8,0,548,25,1300,727,45,48,169,69,121,76,17,3
34,SIBIU,"CREŞA NR.3",129,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:12:45",1149,1140,3,6,0,497,491,0,6,0,463,34,1250,753,38,33,165,72,90,51,13,1
34,SIBIU,"DISPENSARUL MEDICAL CHESLER",301,MICĂSASA,144991,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:00:14",57,41,0,12,4,47,31,0,12,4,46,1,50,3,2,2,18,22,0,2,0,0
34,SIBIU,"DISPENSAR UMAN VECERD",243,BÂRGHIŞ,144232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:55:29",91,86,0,5,0,46,41,0,5,0,46,0,100,54,1,17,12,10,1,2,2,1
34,SIBIU,"FACULTATEA DE INGINERIE",65,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:55:01",1120,1100,9,11,0,490,479,0,11,0,476,14,1252,762,116,25,119,77,4,92,32,11
34,SIBIU,"FOSTA PRIMĂRIE VALCHID",277,HOGHILAG,144615,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:31",680,664,3,6,7,348,334,1,6,7,338,10,730,382,2,19,39,273,0,3,0,2
34,SIBIU,"FOSTA ŞCOALĂ GENERALĂ",250,BLĂJEL,144303,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:57:26",68,57,1,7,3,47,37,0,7,3,45,2,70,23,0,1,13,25,2,2,1,1
34,SIBIU,"FOSTĂ ŞCOALĂ GENERALĂ ILIMBAV",297,MARPOD,144893,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:05:21",179,165,1,11,2,118,105,0,11,2,115,3,180,62,0,4,33,70,2,1,4,1
34,SIBIU,"FOSTA SCOALA GHIJASA DE JOS",312,NOCRICH,145140,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:12:55",50,45,0,4,1,50,45,0,4,1,45,5,90,40,1,7,9,22,4,0,2,0
34,SIBIU,"FOSTA ŞCOALĂ ŢELINE",257,BRĂDENI,144376,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 00:39:05",94,68,1,25,0,87,62,0,25,0,79,8,100,13,1,4,55,17,0,2,0,0
34,SIBIU,"FOST SEDIU CAP",223,ALŢINA,143888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:47",249,238,0,9,2,144,133,0,9,2,132,12,270,126,1,32,22,75,0,1,0,1
34,SIBIU,"FOST SEDIU CAP",224,ALŢINA,143888,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:53:55",118,108,0,6,4,77,67,0,6,4,73,4,130,53,3,7,15,48,0,0,0,0
34,SIBIU,"FOSTUL SEDIU CAP SOROŞTIN",354,"ŞEICA MICĂ",145738,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:01:02",450,428,0,10,12,338,316,0,10,12,325,13,480,142,3,1,270,44,0,2,5,0
34,SIBIU,"GRĂDINIŢA CU ORAR NORMAL TÎRNAVA",373,TÂRNAVA,143646,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:05:30",1224,1191,1,16,16,707,676,0,16,15,591,116,1290,492,0,135,237,213,6,0,0,0
34,SIBIU,"GRĂDINIŢA CU ORAR NORMAL TÎRNAVA",372,TÂRNAVA,143646,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:49:34",1310,1299,0,1,10,706,695,0,1,10,624,78,1440,650,16,69,278,215,6,32,6,2
34,SIBIU,"GRĂDINIȚA CU PROGRAM NORMAL BÎRGHIȘ",239,BÂRGHIŞ,144232,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:22:05",615,602,0,0,13,391,378,0,0,13,361,30,660,269,7,74,228,19,2,13,13,5
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL CISNĂDIOARA",184,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:33",842,777,49,16,0,296,274,6,16,0,285,11,850,554,65,24,85,33,4,67,7,0
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.1",179,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:23:46",1618,1583,22,13,0,734,720,1,13,0,732,2,1730,996,71,68,148,78,14,310,27,16
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.1",180,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:32:26",1674,1630,20,23,1,792,768,0,23,1,781,11,1800,1008,94,60,141,84,16,343,29,14
34,SIBIU,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",181,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:17:09",1426,1402,11,13,0,640,627,0,13,0,627,13,1550,910,65,49,108,54,8,286,44,13
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL NR.2 GURA RÂULUI",274,"GURA RÂULUI",144599,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:30:26",1541,1508,0,10,23,1143,1110,0,10,23,1053,90,1690,547,31,273,402,239,12,45,37,14
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL ORLAT",316,ORLAT,145202,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:51:30",1386,1373,2,3,8,887,874,2,3,8,854,33,1510,623,38,237,243,114,8,192,12,10
34,SIBIU,"GRĂDINIŢA CU PROGRAM NORMAL ORLAT",315,ORLAT,145202,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:20:45",1290,1273,4,5,8,775,762,0,5,8,742,33,1420,645,19,208,212,112,3,166,11,11
34,SIBIU,"GRĂDINIȚA CU PROGRAM NORMAL POIANA SIBIULUI",321,"POIANA SIBIULUI",145275,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:21:33",836,808,0,5,23,449,421,0,5,23,398,51,920,471,9,40,93,242,3,10,1,0
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT",152,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:44:21",1010,997,6,7,0,392,385,0,7,0,376,16,1100,708,22,33,228,58,7,24,1,3
34,SIBIU,"GRĂDINIȚA CU PROGRAM PRELUNGIT",357,ŞELIMBĂR,143557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:55:55",1782,1748,13,21,0,1769,1748,0,21,0,887,31,1910,599,113,56,300,85,18,263,35,17
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT BUCURIA COPIILOR",111,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:18:53",1099,1089,6,4,0,489,485,0,4,0,475,14,1200,711,39,46,154,87,91,50,6,2
34,SIBIU,"GRĂDINITA CU PROGRAM PRELUNGIT”DOAMNA STANCA” ȘELIMBĂR",360,ŞELIMBĂR,143557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:18:08",736,712,7,17,0,302,285,0,17,0,300,2,780,478,36,19,119,35,0,75,10,6
34,SIBIU,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”DOAMNA STANCA”ȘELIMBĂR",361,ŞELIMBĂR,143557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:32:53",1933,1884,32,17,0,963,946,0,17,0,925,38,2080,1117,80,83,346,93,13,241,56,13
34,SIBIU,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”DOAMNA STANCA”ȘELIMBĂR",362,ŞELIMBĂR,143557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:31:36",709,685,11,13,0,283,269,1,13,0,275,8,750,467,33,21,104,26,1,75,9,6
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT ELEFĂNŢELUL CURIOS",99,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:48:06",1296,1288,0,8,0,498,490,0,8,0,468,30,1420,922,110,40,111,67,14,81,31,14
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.12",109,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:08:30",1015,1003,1,7,4,386,375,0,7,4,373,13,1100,714,36,40,89,58,102,35,12,1
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 17",34,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:27:34",941,936,0,4,1,326,321,0,4,1,322,4,1044,718,80,43,71,51,11,38,20,8
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.2",156,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:16:48",1131,1123,0,8,0,484,476,0,8,0,465,19,1240,756,27,52,250,75,3,48,10,0
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",54,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:12:49",1507,1466,36,5,0,737,732,0,5,0,716,21,1658,921,146,52,213,95,13,164,26,7
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",57,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:36:53",988,982,0,6,0,438,432,0,6,0,423,15,1103,665,104,38,98,55,14,72,22,20
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",55,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:04:38",1405,1389,12,4,0,709,703,2,4,0,686,23,1550,841,189,45,166,122,13,102,33,16
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 22",56,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:59:18",1732,1705,16,10,1,848,836,1,10,1,833,15,1920,1072,175,58,242,112,23,165,47,11
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.29",84,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:05",1070,1066,0,4,0,448,444,0,4,0,429,19,1168,720,88,54,90,85,20,67,22,3
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.33",87,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:26:41",1114,1105,6,3,0,436,433,0,3,0,421,15,1228,792,105,48,84,72,12,75,21,4
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 37",35,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:56:29",1228,1204,16,8,0,454,446,0,8,0,431,23,1347,893,94,54,96,80,8,69,19,11
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 42",102,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:38:28",1238,1230,4,4,0,549,545,0,4,0,528,17,1366,821,122,37,130,98,11,93,26,11
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 43",104,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:00:41",1353,1344,3,6,0,497,491,0,6,0,486,11,1496,999,113,48,110,79,16,70,34,16
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 43",103,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:49:36",1540,1522,4,14,0,672,658,0,14,0,643,28,1702,1019,139,63,154,99,17,115,38,18
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",105,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:27:46",1582,1566,4,12,0,628,616,0,12,0,616,12,1727,1095,112,78,181,81,15,99,33,17
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 5",106,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:44:04",1545,1535,6,4,0,634,630,0,4,0,617,17,1683,1049,117,63,149,104,14,112,41,17
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.6",172,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:03:36",1336,1331,0,5,0,549,544,0,5,0,526,23,1420,95,51,82,191,89,10,62,36,5
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT NR.7",170,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:02:50",1635,1628,1,6,0,684,678,0,6,0,637,41,1700,1022,61,69,228,103,13,103,48,12
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT PINOCCHIO",140,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:59:55",1177,1166,2,5,4,463,454,0,5,4,448,15,1350,887,25,32,139,54,138,50,8,2
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT PITICOT",125,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:07:36",1298,1282,0,8,8,627,611,0,8,8,580,47,1350,723,16,38,274,60,160,18,13,1
34,SIBIU,"GRĂDINIŢA CU PROGRAM PRELUNGIT RAZĂ DE SOARE",121,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:13:10",1161,1139,10,8,4,479,467,0,8,4,471,8,1250,771,26,29,165,80,107,40,22,2
34,SIBIU,"GRĂDINIȚA CU PROGRAM PRELUNGIT ȘELIMBĂR, CORP NOU, PARTER",358,ŞELIMBĂR,143557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:55:29",2000,1958,18,23,1,1040,1015,1,23,1,1013,27,2140,1100,103,102,323,142,13,271,46,13
34,SIBIU,"GRADINITA NR,1 PROGRAM NORMAL",162,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:50:10",1573,1560,1,7,5,844,832,0,7,5,816,28,1770,926,16,83,373,218,6,106,11,3
34,SIBIU,"GRADINITA NR.3 PROGRAM PRELUNGIT",159,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:26:55",1413,1405,0,8,0,654,646,0,8,0,623,31,1560,906,14,140,209,178,12,51,11,8
34,SIBIU,"IMOBIL APARȚINÂND PRIMĂRIEI ORAȘULUI TĂLMACIU (FOSTA ȘCOALĂ COLONIA TĂLMACIU II)",217,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:22:38",216,205,0,9,2,116,105,0,9,2,110,6,240,124,2,9,60,19,3,15,2,0
34,SIBIU,"LICEUL DE ARTĂ SIBIU",40,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:18:46",752,698,20,5,29,274,238,2,5,29,268,6,797,523,63,27,60,68,3,32,10,5
34,SIBIU,"LICEUL DE ARTĂ SIBIU",41,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:51",862,831,9,15,7,295,269,4,15,7,281,9,944,649,70,34,60,42,9,43,16,7
34,SIBIU,"LICEUL ”GHEORGHE LAZĂR”, AVRIG",163,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:31",1240,1230,0,9,1,569,559,0,9,1,552,17,1320,751,16,80,257,111,8,62,12,6
34,SIBIU,"LICEUL ”GHEORGHE LAZĂR”, AVRIG",164,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:41:00",1344,1335,3,6,0,685,679,0,6,0,669,15,1430,746,29,72,281,181,10,76,17,3
34,SIBIU,"LICEUL TEHNOLOGIC",175,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:21",1568,1545,13,10,0,667,656,1,10,0,650,17,1700,1033,70,97,220,90,15,95,50,13
34,SIBIU,"LICEUL TEHNOLOGIC CISNĂDIE",177,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:14:21",1114,1103,2,9,0,496,487,0,9,0,473,23,1200,704,46,63,156,62,12,89,35,10
34,SIBIU,"LICEUL TEHNOLOGIC CISNĂDIE",178,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:21:17",1098,1081,9,8,0,470,461,1,8,0,435,35,1200,730,17,81,183,59,9,54,24,8
34,SIBIU,"LICEUL TEHNOLOGIC CONSTRUCȚII ŞI ARHITECTURĂ CAROL I SIBIU",10,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:16:24",1029,919,38,30,42,506,436,0,28,42,425,11,1058,622,129,32,94,66,14,58,22,10
34,SIBIU,"LICEUL TEHNOLOGIC CONSTRUCȚII ȘI ARHITECTURĂ CAROL I SIBIU",11,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:08:34",1608,1594,9,5,0,600,595,0,5,0,597,3,1767,1167,122,66,161,71,20,123,21,13
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",28,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:32:09",963,952,3,6,2,429,421,0,6,2,414,15,1052,623,90,60,107,47,15,55,31,9
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",29,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:00",1595,1584,3,8,0,532,524,0,8,0,516,16,1750,1218,110,74,115,81,18,67,35,16
34,SIBIU,"LICEUL TEHNOLOGIC HENRI COANDĂ",27,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:41",1009,1000,3,6,0,372,366,0,6,0,369,3,1110,738,84,50,74,53,13,57,30,8
34,SIBIU,"LICEUL TEHNOLOGIC IACOBENI",278,IACOBENI,144651,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:56:58",912,911,0,0,1,541,540,0,0,1,489,52,1060,519,4,28,210,204,4,3,17,19
34,SIBIU,"LICEUL TEHNOLOGIC ”IOAN LUPAȘ”",204,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:48:15",1248,1171,2,18,57,824,749,0,18,57,810,14,1290,466,17,62,460,225,4,29,9,4
34,SIBIU,"LICEUL TEHNOLOGIC ”IOAN LUPAȘ”",203,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:29:30",1260,1234,3,19,4,749,723,3,19,4,730,19,1350,601,25,70,334,246,8,27,16,4
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU CORP A",215,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:44",1156,1148,0,6,2,622,614,0,6,2,602,20,1210,588,39,31,333,117,5,67,4,6
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU CORP B",216,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:08:09",1608,1601,0,3,4,860,853,0,3,4,826,34,1760,900,41,68,404,145,13,127,21,7
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMĂCEL",218,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:25",957,951,0,5,1,656,650,0,5,1,612,43,1050,395,8,30,257,272,6,28,9,2
34,SIBIU,"LICEUL TEHNOLOGIC ”JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMACIU",214,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:09:53",1117,1104,0,10,3,625,612,0,10,3,606,19,1200,573,29,57,307,126,5,46,26,10
34,SIBIU,"LICEUL ”TEHNOLOGIC MÂRŞA",167,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:58:17",1254,1248,3,3,0,580,577,0,3,0,553,27,1330,750,8,92,274,92,11,55,19,2
34,SIBIU,"LICEUL ”TEHNOLOGIC MÂRŞA",168,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:07:30",1281,1277,0,4,0,573,569,0,4,0,548,25,1350,777,9,61,299,91,14,55,17,2
34,SIBIU,"LICEUL TEHNOLOGIC ”MEDIENSIS”",138,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:31:42",1337,1322,1,11,3,623,609,0,11,3,601,22,1500,877,29,33,210,79,168,60,16,6
34,SIBIU,"LICEUL TEHNOLOGIC ”NICOLAE TECLU” COPŞA MICĂ, STRADA ŞOSEAUA SIBIULUI, NR.61",186,"ORAŞ COPŞA MICĂ",143771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:06:28",1424,1407,0,12,5,622,605,0,12,5,608,14,1570,948,11,78,368,106,11,17,13,4
34,SIBIU,"LICEUL TEHOLOGIC ” JOHANNES LEBEL” TĂLMACIU/ȘCOALA GIMNAZIALĂ TĂLMACIU",213,"ORAŞ TĂLMACIU",145827,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:58:29",1552,1546,2,2,2,731,727,0,2,2,697,34,1740,1009,22,42,417,161,2,36,15,2
34,SIBIU,"LICEUL TEORECTIC ”AXENTE SEVER”",135,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:50:47",1162,1147,4,11,0,534,523,0,11,0,507,27,1250,716,48,47,139,71,110,60,22,10
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",97,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:58:12",1223,1219,1,3,0,480,477,0,3,0,455,25,1396,916,98,34,106,78,14,89,26,10
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",96,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:35:19",1177,1170,1,6,0,459,453,0,6,0,449,10,1331,872,91,41,123,89,10,69,17,9
34,SIBIU,"LICEUL TEORETIC CONSTANTIN NOICA",98,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:45:15",1292,1284,5,3,0,517,514,0,3,0,498,19,1445,928,130,37,122,79,22,76,22,10
34,SIBIU,"LICEUL TEORETIC ”GUSTAV GUNDISCH” CISNĂDIE",174,"ORAŞ CISNĂDIE",143735,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:45:15",1811,1801,3,6,1,761,753,1,6,1,717,24,1950,1188,83,108,260,99,23,80,50,14
34,SIBIU,"LICEUL TEORETIC ONISIFOR GHIBU",49,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:40:18",1152,1137,9,6,0,507,500,1,6,0,493,14,1266,759,118,41,127,76,8,23,86,14
34,SIBIU,"LICEUL TEORETIC ”ROTH - OBERTH”",108,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:06:04",1045,1022,11,8,4,383,369,2,8,4,369,14,1150,767,49,13,82,56,117,37,15,0
34,SIBIU,"LICEUL ”TIMOTEI CIPARIU” DUMBRĂVENI",191,"ORAŞ DUMBRĂVENI",143806,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:19:39",1177,1154,0,8,15,513,490,0,8,15,476,37,1200,687,13,43,224,163,5,17,9,2
34,SIBIU,"LICEUL ”TIMOTEI CIPARIU” DUMBRĂVENI",190,"ORAŞ DUMBRĂVENI",143806,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:52:03",1097,1076,1,7,13,593,573,0,7,13,558,29,1200,613,16,42,277,185,6,22,4,6
