precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"KUTTESCH PAUL-FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA-voturi","SAVA AUGUSTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CÎMPEAN DANIELA-PARTIDUL NAȚIONAL LIBERAL-voturi","TRIF BOGDAN-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","TRANCĂ LUCIAN-LIVIU-PARTIDUL PATRIOȚILOR-voturi","ECHERT ADRIAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GLIGOR IOAN-PARTIDUL ECOLOGIST ROMÂN-voturi","DRAGOŞ PATRICHE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
34,SIBIU,"MUZEUL ETNOGRAFIC ”MARIA COSTACHESCU",208,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:57:07",174,169,0,3,2,174,169,0,3,2,170,4,300,126,6,25,70,49,1,18,1,0
34,SIBIU,PĂLTINIŞ,107,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-09 23:47:43",33,19,0,14,0,15,1,0,14,0,14,1,30,15,4,3,1,3,0,2,1,0
34,SIBIU,PRIMARIA,353,"ŞEICA MICĂ",145738,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:42:11",1012,971,14,2,25,480,452,1,2,25,470,10,1100,620,9,35,264,137,7,13,3,2
34,SIBIU,PRIMĂRIA,334,"RÂU SADULUI",145382,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:59",475,453,0,11,11,396,374,0,11,11,359,37,510,114,4,34,154,113,2,22,27,3
34,SIBIU,"PRIMARIA ATEL",230,AŢEL,143995,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:25:54",1183,1149,1,3,30,622,589,0,3,30,601,21,1280,658,13,53,324,174,7,14,10,6
34,SIBIU,"PRIMARIA BAZNA",236,BAZNA,144152,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:44:46",1411,1382,2,8,19,608,580,1,8,19,562,46,1545,937,11,42,146,290,14,46,8,5
34,SIBIU,"PRIMĂRIA BRUIU",258,BRUIU,144410,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:25:16",455,411,4,30,10,289,249,0,30,10,269,20,490,201,11,20,128,28,0,77,4,1
34,SIBIU,"PRIMARIA CIRTA",260,CÂRŢA,144508,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:04:53",1041,975,9,37,20,646,583,6,37,20,624,22,1050,404,37,50,260,233,7,25,10,2
34,SIBIU,"PRIMARIA COMUNEI BIERTAN",245,BIERTAN,144198,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:48:36",1357,1323,0,15,19,615,581,0,15,19,580,35,1480,865,4,71,335,150,2,13,1,4
34,SIBIU,"PRIMĂRIA COMUNEI BOIŢA",251,BOIŢA,146021,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:31:38",1223,1205,0,4,14,811,793,0,4,14,777,34,1350,539,4,61,526,128,5,45,3,5
34,SIBIU,"PRIMĂRIA COMUNEI CÎRȚIȘOARA",261,CÂRŢIŞOARA,144535,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:26:58",1195,1130,1,50,14,796,731,1,50,14,769,27,1240,444,10,65,135,393,10,139,11,6
34,SIBIU,"PRIMARIA COMUNEI CRISTIAN",266,CRISTIAN,143487,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:18:22",1319,1284,2,24,9,834,802,0,24,8,755,79,1610,776,22,72,114,50,11,35,446,5
34,SIBIU,"PRIMĂRIA COMUNEI JINA",283,JINA,144713,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:36",1488,1447,0,8,33,944,903,0,8,33,904,40,1600,656,3,109,395,371,7,14,4,1
34,SIBIU,"PRIMĂRIA COMUNEI LUDOȘ",295,LUDOŞ,144866,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 02:06:34",592,533,7,37,15,265,213,0,37,15,247,18,571,306,6,29,156,33,7,6,5,5
34,SIBIU,"PRIMĂRIA COMUNEI MIHĂILENI",303,MIHĂILENI,145042,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:45:40",241,231,0,4,6,171,161,0,4,6,157,14,260,89,3,22,14,73,1,41,0,3
34,SIBIU,"PRIMARIA COMUNEI PĂUCA",317,PĂUCA,145220,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:37",636,624,1,1,10,229,218,0,1,10,209,8,680,458,7,23,124,13,2,14,4,22
34,SIBIU,"PRIMĂRIA HOGHILAG",275,HOGHILAG,144615,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:36:46",1061,1042,2,5,12,546,527,2,5,12,506,40,1150,604,8,66,28,366,1,30,2,5
34,SIBIU,"PRIMĂRIA MARPOD",296,MARPOD,144893,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:14:02",616,582,11,19,4,391,367,1,19,4,375,16,650,259,8,22,72,252,5,2,10,4
34,SIBIU,"PRIMĂRIA ORAȘULUI DUMBRĂVENI",189,"ORAŞ DUMBRĂVENI",143806,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:32:39",1190,1160,7,8,15,571,547,1,8,15,555,16,1300,729,16,44,211,229,4,41,7,3
34,SIBIU,"PRIMĂRIA ORAŞULUI MIERCUREA SIBIULUI",196,"ORAŞ MIERCUREA SIBIULUI",144928,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:59:36",966,931,3,25,7,528,495,1,25,7,473,22,1000,505,11,118,226,73,9,29,2,5
34,SIBIU,"PRIMĂRIA ORAŞULUI MIERCUREA SIBIULUI",195,"ORAŞ MIERCUREA SIBIULUI",144928,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:51:24",813,790,3,15,5,465,442,3,15,5,442,23,870,405,17,102,213,66,6,25,9,4
34,SIBIU,"PRIMARIA ROSIA",335,ROŞIA,145408,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:37:54",1279,1266,5,1,7,711,703,0,1,7,608,96,1400,696,23,110,128,284,28,10,18,7
34,SIBIU,"PRIMĂRIA TILIŞCA",374,TILIŞCA,145907,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:50:25",836,786,3,27,20,630,582,1,27,20,597,33,860,230,12,35,284,191,10,32,25,8
34,SIBIU,"PUNCT DE LUCRU PRIMĂRIE (FOSTA GRĂDINIȚĂ CU PROGRAM NORMAL ALMA VII)",308,MOŞNA,145104,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:09:08",333,320,7,6,0,152,141,5,6,0,142,10,350,198,2,27,83,12,5,8,3,2
34,SIBIU,"SALA DE FESTIVITĂȚI",233,"AXENTE SEVER",144116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:44:22",1036,1027,0,8,1,489,480,0,8,1,465,18,1100,611,5,34,294,100,6,22,3,1
34,SIBIU,"SALA DE SPORT A ȘCOLII GIMNAZIALE PORUMBACU DE JOS",324,"PORUMBACU DE JOS",145293,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:02:55",937,894,0,21,22,640,597,0,21,22,613,27,950,310,11,78,254,210,6,29,12,13
34,SIBIU,"SALA MARE FOSTĂ PRIMĂRIE",256,BRĂDENI,144376,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:56:16",416,389,0,23,4,249,222,0,23,4,237,12,430,177,4,34,105,73,4,8,8,1
34,SIBIU,"SALA MARE-PRIMĂRIE",255,BRĂDENI,144376,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:58:43",825,776,2,45,2,498,450,1,45,2,430,68,850,352,4,25,189,190,5,9,6,2
34,SIBIU,"SALA SPORT",380,VURPĂR,145998,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:36:33",1300,1296,1,3,0,667,664,0,3,0,627,40,1420,753,8,119,195,262,2,8,31,2
34,SIBIU,"SALĂ SPORT",367,"ŞURA MARE",145765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:43:34",1751,1734,3,7,7,1031,1016,1,7,7,993,38,1900,869,36,52,569,202,10,54,56,14
34,SIBIU,"SALĂ SPORT",366,"ŞURA MARE",145765,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:08:32",1804,1764,15,17,8,1083,1055,3,17,8,1058,25,1860,777,90,67,463,250,13,95,68,12
34,SIBIU,"SC AUTOMECANICA SA",130,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:58:50",559,552,0,7,0,269,262,0,7,0,257,12,650,375,18,19,104,25,52,26,11,2
34,SIBIU,"SC HULA VECHE SRL",114,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 14:28:05",1223,1213,1,5,4,580,571,0,5,4,547,33,1300,720,38,41,168,82,139,47,29,3
34,SIBIU,"ȘCOALA GENERALĂ”MIHAI VITEAZU”ȘELIMBĂR, CORP B",355,ŞELIMBĂR,143557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 10:47:23",1911,1865,25,21,0,976,955,0,21,0,942,34,2040,1064,111,85,280,145,13,216,79,13
34,SIBIU,"ŞCOALA GENERALĂ SĂCEL",210,"ORAŞ SĂLIŞTE",145499,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:10:04",459,455,1,3,0,263,260,0,3,0,243,20,500,200,11,40,123,47,0,15,5,2
34,SIBIU,"SCOALA GIMAZIALA DAIA",338,ROŞIA,145408,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:21:58",843,819,8,12,4,509,493,0,12,4,489,20,910,401,20,60,123,215,21,19,25,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ",381,VURPĂR,145998,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:39:30",893,893,0,0,0,404,404,0,0,0,388,16,983,579,9,90,142,120,3,5,19,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ",249,BLĂJEL,144303,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:28:51",356,343,1,4,8,246,233,1,4,8,237,9,380,134,2,8,175,43,2,3,2,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ",149,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:34:15",1335,1325,1,7,2,525,517,0,7,1,504,21,1450,925,16,50,227,32,153,20,5,1
34,SIBIU,"ȘCOALA GIMNAZIALĂ APOLDU DE JOS",225,"APOLDU DE JOS",143922,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:55",830,806,2,15,7,531,509,0,15,7,512,19,890,359,12,49,152,268,6,15,8,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ ”AUREL DECEI” GURA RÂULUI",273,"GURA RÂULUI",144599,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:38:42",1454,1398,1,10,45,1117,1062,0,10,45,1055,62,1580,463,31,246,385,269,19,62,37,6
34,SIBIU,"SCOALA GIMNAZIALA AVRIG",160,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:51:11",1478,1471,5,2,0,750,748,0,2,0,722,28,1600,850,25,126,285,182,4,79,16,5
34,SIBIU,"ŞCOALA GIMNAZIALA AVRIG",161,"ORAŞ AVRIG",144054,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:52:49",1182,1155,3,18,6,673,665,0,2,6,640,33,1300,627,28,108,266,151,3,72,7,5
34,SIBIU,"ȘCOALA GIMNAZIALĂ AXENTE SEVER",232,"AXENTE SEVER",144116,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:01:24",1034,1013,1,7,13,430,410,0,7,13,419,11,1100,670,12,33,210,107,12,33,6,6
34,SIBIU,"ŞCOALA GIMNAZIALA BOGATU-ROMÂN",318,PĂUCA,145220,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 01:01:29",360,353,0,4,3,191,184,0,4,3,188,3,390,199,1,8,144,27,2,5,0,1
34,SIBIU,"SCOALA GIMNAZIALA BOIAN",237,BAZNA,144152,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:34:13",1158,1134,1,6,17,596,573,0,6,17,543,49,1275,630,5,61,339,105,7,21,5,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ BRATEIU",253,BRATEIU,144349,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:39:39",869,858,2,2,7,421,412,0,2,7,380,41,950,529,1,74,190,76,8,28,1,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ BUZD",254,BRATEIU,144349,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:27:46",1017,1014,0,3,0,512,509,0,3,0,472,40,1090,578,2,85,271,61,11,38,4,0
34,SIBIU,"SCOALA GIMNAZIALA CAŞOLŢ",336,ROŞIA,145408,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:10:33",757,739,9,7,2,415,406,0,7,2,374,41,820,396,16,36,61,191,16,33,21,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ CHIRPĂR",262,CHIRPĂR,144456,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:49:25",999,983,0,15,1,415,399,0,15,1,389,26,1080,665,12,67,124,116,1,64,4,1
34,SIBIU,"ŞCOALA GIMNAZIALĂ CIREŞARII",139,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:30:24",1284,1271,2,11,0,541,529,1,11,0,525,16,1450,909,27,27,191,84,114,62,13,7
34,SIBIU,"ȘCOALA GIMNAZIALĂ CLASELE I-IV ȘURA MICĂ",370,"ŞURA MICĂ",145792,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:52",968,949,7,5,7,590,578,1,5,6,575,15,1040,450,35,51,287,104,8,67,18,5
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",142,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:23:04",1284,1277,0,2,5,481,474,0,2,5,462,11,1450,969,9,27,182,90,106,39,5,4
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",144,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:06",1130,1116,3,10,1,463,452,0,10,1,444,19,1241,778,20,45,143,74,121,30,9,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",141,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:37:43",1161,1155,0,5,1,438,432,0,5,1,430,8,1350,912,27,31,158,66,88,41,12,7
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",143,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:09:21",1287,1281,2,3,1,482,478,0,3,1,479,3,1500,1018,20,38,179,83,101,42,12,4
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",146,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:08:48",1037,1032,0,5,0,444,439,0,5,0,424,20,1200,0,18,28,149,73,106,31,16,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ CONSTANTIN IOAN MOTAŞ",145,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:43:16",1260,1254,1,5,0,505,500,0,5,0,490,15,1400,895,10,33,181,82,107,51,23,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ COPŞA MICĂ, STRADA COLONIA LABORATOR, NR.45",185,"ORAŞ COPŞA MICĂ",143771,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:59:47",1443,1434,0,7,2,624,615,0,7,2,599,8,1593,31,4,106,333,140,5,7,4,0
34,SIBIU,"ȘCOALA GIMNAZIALĂ ”CORNELIU PĂCURARIU” MICĂSASA",300,MICĂSASA,144991,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 11:12:16",1147,1067,0,39,41,820,740,0,39,41,790,30,1180,360,6,32,334,373,3,38,2,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ COVEŞ",157,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:36",521,517,1,3,0,241,237,1,3,0,230,11,570,329,4,36,159,21,1,8,1,0
34,SIBIU,"SCOALA GIMNAZIALA , CRISTIAN",268,CRISTIAN,143487,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:58",1279,1250,9,18,2,828,808,0,18,2,774,31,1350,545,60,71,194,181,8,104,148,8
34,SIBIU,"ȘCOALA GIMNAZIALĂ CRISTIAN-CORP IV, ȘCOALA ROMÂNEASCĂ",267,CRISTIAN,143487,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:24:38",1241,1218,8,13,2,747,732,0,13,2,702,45,1340,593,46,81,223,100,9,135,96,12
34,SIBIU,"ŞCOALA GIMNAZIALĂ CURCIU",271,DÂRLOS,144553,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:37:22",790,766,0,22,2,402,378,0,22,2,381,21,900,498,6,47,268,32,7,13,5,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ G.D.TEUTSCH",150,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:24:43",1183,1172,2,9,0,397,388,0,9,0,383,14,1250,853,25,44,221,59,0,23,9,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ G.D.TEUTSCH",151,"ORAŞ AGNITA",143682,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:51:16",1052,1043,3,6,0,467,459,2,6,0,446,21,1140,673,34,49,252,68,1,32,8,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ GEORGE POPA",133,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:56:13",1377,1368,2,7,0,633,626,0,7,0,603,30,1450,817,18,36,259,56,169,48,11,6
34,SIBIU,"ŞCOALA GIMNAZIALĂ GEORGE POPA",132,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 16:25:42",937,932,1,4,0,428,424,0,4,0,404,24,1000,572,34,37,114,63,79,50,25,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ GEORGE POPA",131,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:38:15",1257,1247,6,2,2,606,604,0,2,0,574,30,1350,746,40,44,172,77,147,76,17,1
34,SIBIU,"SCOALA GIMNAZIALA HOSMAN",313,NOCRICH,145140,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:55:42",752,732,6,11,3,390,372,4,11,3,342,30,820,448,6,33,56,198,1,13,35,0
34,SIBIU,"ȘCOALA GIMNAZIALĂ ”IOAN BAN - DASCĂLU”, POIANA SIBIULUI, NR. 1332",322,"POIANA SIBIULUI",145275,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:03",967,947,0,8,12,482,462,0,8,12,445,37,1040,558,6,25,142,245,0,19,6,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ ”IOAN MORARU” DÎRLOS",270,DÂRLOS,144553,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:21:30",1069,1053,1,15,0,492,477,0,15,0,460,32,1300,808,9,136,188,90,19,10,8,0
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI",25,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:32:12",1655,1643,4,8,0,799,791,0,8,0,769,30,1821,1022,185,62,200,117,19,126,32,28
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI",26,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:58:20",1492,1480,6,6,0,728,722,0,6,0,706,22,1640,909,138,73,184,109,22,95,53,32
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 11",23,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:21",1577,1564,9,4,0,540,535,1,4,0,520,20,1740,1200,126,60,139,67,19,61,34,14
34,SIBIU,"ŞCOALA GIMNAZIALĂ IOAN SLAVICI CU STRUCTURA ŞCOALA GIMNAZIALĂ NR. 11",24,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:53:38",1738,1718,15,5,0,668,659,4,5,0,654,14,1909,1241,146,70,160,102,24,99,33,20
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",62,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:43:49",1422,1377,33,12,0,724,710,2,12,0,696,28,1561,837,156,48,189,79,16,167,31,10
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",63,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:46:07",1195,1170,15,9,1,566,553,3,9,1,545,21,1312,746,119,30,173,69,11,120,20,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ ION LUCA CARAGIALE",64,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 09:41:49",1190,1141,43,6,0,602,594,2,6,0,588,13,1311,710,130,37,172,72,9,133,26,9
34,SIBIU,"ŞCOALA GIMNAZIALĂ JINA BĂIEŞI",284,JINA,144713,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:56:38",1200,1198,0,0,2,641,639,0,0,2,446,195,1300,659,14,74,86,228,5,20,9,10
34,SIBIU,"ŞCOALA GIMNAZIALĂ MIHAI EMINESCU",110,"MUNICIPIUL MEDIAŞ",143619,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:28:01",1243,1227,2,10,4,513,498,1,10,4,478,35,1300,787,52,45,123,83,95,61,16,3
34,SIBIU,"ŞCOALA GIMNAZIALĂ `MIHAI VITEAZU~ ŞELIMBĂR",356,ŞELIMBĂR,143557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:25:55",1905,1858,24,22,1,1047,1024,0,22,1,1027,20,2020,973,112,111,348,163,21,200,53,19
34,SIBIU,"ȘCOALA GIMNAZIALĂ ”MIHAI VITEAZU” ȘELIMBĂR",359,ŞELIMBĂR,143557,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:14:19",1114,1073,9,32,0,596,564,0,32,0,591,5,1160,564,63,32,193,61,10,198,21,13
34,SIBIU,"ȘCOALA GIMNAZIALĂ NEMȘA",309,MOŞNA,145104,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:05:35",496,489,2,5,0,261,256,0,5,0,248,13,540,279,2,69,116,45,5,7,2,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",95,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:11:31",963,951,5,7,0,367,360,0,7,0,362,5,1104,737,73,32,95,72,10,52,23,5
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",94,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:01:20",1231,1221,5,5,0,521,516,0,5,0,504,17,1395,874,136,41,112,79,4,81,37,14
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",93,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:29:32",1286,1282,0,4,0,541,537,0,4,0,530,11,1461,920,135,53,120,95,9,77,33,8
34,SIBIU,"ŞCOALA GIMNAZIALĂ NICOLAE IORGA",92,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:34:43",1274,1263,2,9,0,522,513,0,9,0,509,13,1453,931,123,42,124,90,15,89,18,8
34,SIBIU,"ȘCOALA GIMNAZIALĂ NOIȘTAT",281,IACOBENI,144651,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 03:16:26",458,457,0,1,0,202,201,0,1,0,191,10,540,339,1,19,43,117,4,3,2,2
34,SIBIU,"SCOALA GIMNAZIALA NOU",339,ROŞIA,145408,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 12:34:39",1411,1403,1,0,7,859,851,1,0,7,795,63,1540,682,13,77,272,369,29,9,19,7
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",52,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 07:28:06",1475,1464,4,7,0,624,616,1,7,0,608,16,1622,998,117,44,155,103,16,124,37,12
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",53,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:15:05",1668,1641,14,13,0,834,820,1,13,0,812,22,1837,1003,177,64,200,117,15,178,42,19
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",51,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 06:19:06",1400,1395,1,4,0,633,629,0,4,0,617,16,1547,914,145,42,166,109,14,116,18,7
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR. 1",50,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 08:59:59",1379,1366,10,3,0,629,626,0,3,0,610,19,1538,909,124,41,187,74,5,133,30,16
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.10",4,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 04:22:44",1525,1514,5,6,0,637,631,0,6,0,617,20,1670,133,148,53,133,92,16,129,28,18
34,SIBIU,"ŞCOALA GIMNAZIALĂ NR.10",5,"MUNICIPIUL SIBIU",143450,1,PROV,PRCNCT,PCJ,PCJ_SV,"2024-06-10 05:47:52",1718,1697,10,11,0,726,715,0,11,0,696,30,1910,1184,158,63,189,101,21,119,24,21
