precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ZSOMBORI LEVENTE-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","LUKA VILMOS-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi"
21,HARGHITA,"CĂMIN CULTURAL VĂLENI",145,FELICENI,83197,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:02:46",293,286,2,5,0,150,145,0,5,0,144,6,300,150,94,50
21,HARGHITA,"ŞCOALA GENERALĂ FORŢENI",140,FELICENI,83197,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:35:18",429,420,3,3,3,268,260,2,3,3,259,9,500,232,211,48
21,HARGHITA,"ŞCOALA GENERALĂ HOGHIA",141,FELICENI,83197,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:44:44",226,222,0,3,1,134,130,0,3,1,132,2,300,166,83,49
21,HARGHITA,"ŞCOALA GENERALĂ POLONIŢA",142,FELICENI,83197,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:09:05",327,317,2,8,0,171,162,1,8,0,167,4,400,225,131,36
21,HARGHITA,"ŞCOALA GENERALĂ TĂURENI",143,FELICENI,83197,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:37:35",615,611,0,4,0,351,347,0,4,0,341,10,600,249,232,109
21,HARGHITA,"ŞCOALA GENERALĂ TELEAC",144,FELICENI,83197,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:26:05",188,181,1,6,0,113,106,1,6,0,111,2,200,87,94,17
21,HARGHITA,"ŞCOALA GIMNAZIALĂ ”FULOP ARON” FELICENI",139,FELICENI,83197,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:46",892,885,4,3,0,553,548,2,3,0,539,14,900,347,302,237
