precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMON ANDRAS-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","KERESZTES ISTVÁN-ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","NAGY ISTVÁN-CSONGOR-voturi"
15,COVASNA,"CĂMINUL CULTURAL BAŢANII MICI",99,BĂŢANI,63802,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:28",436,436,0,0,0,234,234,0,0,0,221,13,477,243,92,2,127
15,COVASNA,"CLĂDIRE PRIMARIEI CĂMINUL CULTURAL BAŢANII MARI",97,BĂŢANI,63802,2,PART,PRCNCT,P,P_SV,"2024-06-14 11:52:44",1653,1635,3,3,12,885,870,0,3,12,846,39,1841,956,224,12,610
15,COVASNA,"SEDIUL DE DEPLASARE AL PRIMARIEI ÎN AITA SEACĂ",98,BĂŢANI,63802,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:58:13",566,551,0,7,8,289,274,0,7,8,265,24,600,311,88,5,172
15,COVASNA,"SEDIUL DE DEPLASARE AL PRIMARIEI ÎN SATUL HERCULIAN",100,BĂŢANI,63802,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:59",932,923,0,0,9,456,447,0,0,9,390,66,1000,544,172,12,206
