precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL OAMENILOR TINERI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","IONESCU ANA-LILIANA-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL COPĂCEL",357,HÂRSENI,41113,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:35",545,533,2,8,2,371,360,1,8,2,355,16,600,229,94,96,77,36,4,11,27,10
8,BRAŞOV,"CĂMINUL CULTURAL HÂRSENI",356,HÂRSENI,41113,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:51",498,482,0,11,5,290,274,0,11,5,281,9,528,238,14,92,75,36,34,20,10,0
8,BRAŞOV,"CĂMINUL CULTURAL MĂRGINENI",358,HÂRSENI,41113,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:14:53",261,247,0,13,1,186,172,0,13,1,182,4,300,114,14,29,86,46,1,3,1,2
8,BRAŞOV,"CĂMINUL CULTURAL SEBEȘ",359,HÂRSENI,41113,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:15:38",695,663,0,19,13,459,427,0,19,13,439,20,700,241,21,35,256,97,1,5,19,5
