precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL NAȚIONAL CONSERVATOR ROMÂN-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",265,BUDEŞTI,107519,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:03:43",628,623,1,0,4,398,393,1,0,4,384,14,700,302,15,55,181,79,42,9,3
26,MARAMUREŞ,"SEDIUL GRĂDINIȚEI",264,BUDEŞTI,107519,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:29:48",633,617,0,4,12,441,425,0,4,12,415,26,700,259,14,5,254,29,27,14,72
26,MARAMUREŞ,"SEDIUL PRIMĂRIEI",263,BUDEŞTI,107519,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:19",1109,1090,2,0,17,718,700,1,0,17,690,28,1213,495,41,27,378,48,131,52,13
