precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
36,TELEORMAN,"CĂMINUL CULTURAL",113,BRAGADIRU,152234,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:28:37",930,882,0,7,41,567,519,0,7,41,559,8,970,403,505,54
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL BRAGADIRU",114,BRAGADIRU,152234,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:15",1078,1022,0,6,50,658,602,0,6,50,602,6,1125,517,494,108
36,TELEORMAN,"PRIMĂRIA VECHE",112,BRAGADIRU,152234,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:54:22",1022,956,0,4,62,603,537,0,4,62,585,18,1050,447,480,105
