precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
4,BACĂU,"BAZA SPORTIVA ”LIA MANOLIU” RĂCĂCIUNI",537,RĂCĂCIUNI,24766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:42",1575,1563,0,9,3,693,681,0,9,3,666,27,1700,1007,41,109,336,9,14,89,62,6
4,BACĂU,"GRĂDINIŢA NR.2 SATUL RĂCĂCIUNI",538,RĂCĂCIUNI,24766,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:37:11",1353,1331,2,14,6,572,552,0,14,6,546,26,1500,928,48,71,293,3,20,55,51,5
4,BACĂU,"ŞCOALA CU CLASELE I-IV SATUL CIUCANI",539,RĂCĂCIUNI,24766,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:59",461,455,0,6,0,221,215,0,6,0,210,11,500,279,11,56,49,21,4,10,1,58
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL FUNDU RĂCĂCIUNI",540,RĂCĂCIUNI,24766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:22",1480,1463,5,9,3,649,636,1,9,3,585,64,1600,951,33,258,230,17,10,30,1,6
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL GHEORGHE DOJA",542,RĂCĂCIUNI,24766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:59:39",902,895,0,4,3,377,370,0,4,3,360,17,1000,623,52,80,151,4,15,26,9,23
4,BACĂU,"ŞCOALA CU CLASELE I-VIII SATUL GÎŞTENI",541,RĂCĂCIUNI,24766,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:36:31",829,789,0,35,5,440,400,0,35,5,403,37,900,460,34,84,227,5,6,34,6,7
