precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUDANU VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","ARMANU VALERICĂ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MATASĂ CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
29,NEAMŢ,GRADINITA,301,GRUMĂZEŞTI,122908,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:33:59",946,937,1,1,7,529,520,1,1,7,509,20,1000,471,37,161,311
29,NEAMŢ,GRADINITA,300,GRUMĂZEŞTI,122908,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:42:51",1316,1303,0,4,9,759,746,0,4,9,732,27,1400,641,45,249,438
29,NEAMŢ,SCOALA,303,GRUMĂZEŞTI,122908,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:56:34",1318,1304,0,4,10,748,734,0,4,10,710,38,1500,752,80,131,499
29,NEAMŢ,"SCOALA PRIMARA",302,GRUMĂZEŞTI,122908,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:28:39",603,595,0,7,1,268,260,0,7,1,263,5,683,415,14,107,142
