precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BENEA FLAVIUS-EDUARD-PARTIDUL SOCIAL DEMOCRAT-voturi","BUREANĂ RADU-EMIL-PARTIDUL NAȚIONAL LIBERAL-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL VALEA POIENII",518,VORŢA,92097,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:58:43",134,82,0,47,5,134,82,0,47,5,130,3,155,22,79,51
22,HUNEDOARA,"CĂMINUL CULTURAL VISCA",519,VORŢA,92097,2,PART,PRCNCT,P,P_SV,"2024-06-10 06:46:30",422,292,0,112,18,367,237,0,112,18,351,16,409,42,198,153
22,HUNEDOARA,"CENTRUL DE INFORMARE TURISTICĂ VORŢA",516,VORŢA,92097,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:21:39",150,113,0,30,7,130,93,0,30,7,127,3,148,18,48,79
22,HUNEDOARA,"IMOBILUL NR 9 DIN SATUL COAJA",517,VORŢA,92097,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:49:44",138,88,0,39,11,130,80,0,39,11,127,3,135,5,66,61
