precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi"
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL SABANGIA",177,SARICHIOI,161179,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:20:03",447,438,0,8,1,200,191,0,8,1,190,10,484,284,24,3,100,60,3
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL VISTERNA",178,SARICHIOI,161179,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:46:50",321,317,0,4,0,142,138,0,4,0,136,6,351,209,44,4,64,22,2
38,TULCEA,"ŞCOALA GIMNAZIALĂ SARICHIOI",175,SARICHIOI,161179,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:30:28",1318,1315,0,0,3,548,545,0,0,3,530,18,1457,909,67,132,213,97,21
38,TULCEA,"ŞCOALA GIMNAZIALĂ SARICHIOI",174,SARICHIOI,161179,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:26:36",1490,1486,1,0,3,651,648,0,0,3,617,34,1643,992,52,160,223,161,21
38,TULCEA,"ȘCOALA GIMNAZIALĂ ZEBIL",179,SARICHIOI,161179,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:03",1054,1037,0,14,3,432,415,0,14,3,403,29,1145,713,89,6,218,79,11
38,TULCEA,"ŞCOALA PRIMARĂ ENISALA",176,SARICHIOI,161179,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:35:01",769,763,0,5,1,385,379,0,5,1,366,19,843,455,68,6,212,65,15
