precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ROMÂNIA MARE-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
23,IALOMIŢA,"CĂMIN CULTURAL GHIMPAŢI",128,CIULNIŢA,93156,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:10",201,196,0,5,0,137,132,0,5,0,127,10,200,63,4,69,53,1,0
23,IALOMIŢA,"CĂMIN CULTURAL ION GHICA",126,CIULNIŢA,93156,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:07:32",474,460,0,14,0,294,280,0,14,0,290,4,500,206,14,125,137,1,13
23,IALOMIŢA,"CĂMIN CULTURAL POIANA - SALA DE FESTIVITĂȚI",127,CIULNIŢA,93156,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:55:45",355,350,0,5,0,222,217,0,5,0,214,8,400,178,10,128,56,3,17
23,IALOMIŢA,"ȘCOALA GIMNAZIALĂ CIULNIȚA",125,CIULNIŢA,93156,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:18:22",986,962,2,16,6,622,600,0,16,6,607,15,1054,432,63,273,255,8,8
