precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IOJIBAN GHEORGHE-voturi","ROMAN RAUL-VASILE-IZIDOR-voturi"
21,HARGHITA,"CASA DE CULTURĂ BĂLAN",69,"ORAŞ BĂLAN",83464,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:29:34",1270,1258,0,2,10,475,463,0,2,10,457,18,1400,925,321,136
21,HARGHITA,"CLUBUL ELEVILOR BĂLAN",73,"ORAŞ BĂLAN",83464,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:40:19",1283,1277,0,5,1,417,411,0,5,1,411,6,1400,983,270,141
21,HARGHITA,"LICEUL TEHNOLOGIC ”LIVIU REBREANU” BĂLAN - CLĂDIRE GRĂDINIȚA NR. 2",72,"ORAŞ BĂLAN",83464,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:52:03",1216,1208,0,7,1,412,404,0,7,1,399,13,1300,888,259,140
21,HARGHITA,"SCOALA GIMNAZIALĂ ”GEO BOGZA” BĂLAN - CLĂDIRE ȘCOALA NR. 1",70,"ORAŞ BĂLAN",83464,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:29",1205,1190,0,6,9,444,430,0,6,8,427,17,1300,856,297,130
21,HARGHITA,"ȘCOALA GIMNAZIALĂ ”GEO BOGZA” BĂLAN - CORP A,B",71,"ORAŞ BĂLAN",83464,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:43:23",1170,1158,1,4,7,392,381,0,4,7,382,10,1300,908,248,134
