precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CHEREJI FLORIN-FLAVIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","MLADIN ADRIAN-MARCEL-PARTIDUL SOCIAL DEMOCRAT-voturi","BIRO ZOLTAN-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","BUDUCA VASILE-SEVER-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","STANA SIMONA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","GULEŞ OVIDIU-IOAN-PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
2,ARAD,"GRĂDINIŢA CU PROGRAM PRELUNGIT „PĂDURENI”",119,"ORAŞ CHIŞINEU-CRIŞ",9459,2,PART,PRCNCT,P,P_SV,"2024-06-10 10:37:11",1576,1535,3,19,19,1025,993,0,15,17,966,59,1690,665,320,172,62,12,33,367
2,ARAD,"LICEUL TEORETIC „MIHAI VELICIU”",116,"ORAŞ CHIŞINEU-CRIŞ",9459,2,PART,PRCNCT,P,P_SV,"2024-06-10 22:30:27",1278,1239,4,17,18,806,771,0,17,18,775,26,1365,540,258,83,17,13,62,342
2,ARAD,"LICEUL TEORETIC „MIHAI VELICIU”",117,"ORAŞ CHIŞINEU-CRIŞ",9459,4,PART,PRCNCT,P,P_SV,"2024-06-10 10:14:24",865,836,4,15,10,508,483,0,15,10,496,12,930,422,139,42,10,2,38,265
2,ARAD,"ȘCOALA GENERALĂ CHIȘINEU-CRIȘ",118,"ORAŞ CHIŞINEU-CRIŞ",9459,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:25:41",1547,1502,2,20,23,1053,1010,0,20,23,1041,12,1670,617,350,90,15,15,74,497
2,ARAD,"ŞCOALA GIMNAZIALĂ NĂDAB",120,"ORAŞ CHIŞINEU-CRIŞ",9459,5,PART,PRCNCT,P,P_SV,"2024-06-10 16:33:20",1490,1471,3,14,2,1056,1038,2,14,2,1024,32,1646,590,277,279,1,18,46,403
