precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LĂDUNCĂ ŞTEFAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DUMITRU ION-PARTIDUL NAȚIONAL LIBERAL-voturi","CRISTACHE COSTEL-NELU-PARTIDUL SOCIAL DEMOCRAT-voturi","SANDU LILIANA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","STĂNICĂ ŞTEFAN-VALENTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",135,FRUMUŞANI,102945,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:12:27",990,947,0,41,2,681,638,0,41,2,636,45,1037,356,244,34,323,26,9
12,CĂLĂRAŞI,"SCOALA GENERALA NR 1.FRUMUSANI",136,FRUMUŞANI,102945,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:53:35",1070,1037,0,30,3,685,652,0,30,3,650,35,1137,452,230,30,354,32,4
12,CĂLĂRAŞI,"SCOALA GENERALA ORASTI",137,FRUMUŞANI,102945,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:22:34",709,691,1,17,0,450,433,0,17,0,437,13,758,308,135,91,175,29,7
12,CĂLĂRAŞI,"SCOALA GENERALA PASAREA",138,FRUMUŞANI,102945,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:22:05",644,591,0,50,3,449,396,0,50,3,425,24,648,199,46,46,313,18,2
12,CĂLĂRAŞI,"ȘCOALA PRIMARĂ NR.5 PĂDURIȘU",139,FRUMUŞANI,102945,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:13:31",634,582,2,50,0,397,347,0,50,0,381,16,639,242,67,31,235,33,15
