precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CÎŞLARIU OVIDIU-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","JÎJÎE MARIA-PARTIDUL SOCIAL DEMOCRAT-voturi"
7,BOTOŞANI,"CAMIN CULTURAL RAUSENI",347,RĂUSENI,38679,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:48",1012,995,1,7,9,484,468,0,7,9,458,26,1100,616,93,365
7,BOTOŞANI,"GRADINITA REDIU",349,RĂUSENI,38679,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:25:47",416,410,0,2,4,206,200,0,2,4,204,2,450,244,35,169
7,BOTOŞANI,"ŞCOALA GENERALA DOINA",348,RĂUSENI,38679,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:51:56",410,409,0,1,0,215,214,0,1,0,204,11,450,235,38,166
7,BOTOŞANI,"ȘCOALA GENERALĂ STOLNICENI",350,RĂUSENI,38679,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:10:01",160,153,0,7,0,70,63,0,7,0,68,2,173,103,16,52
