precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
20,GORJ,"CĂMINUL CULTURAL „IZVORUL”",278,"ROŞIA DE AMARADIA",81497,4,PART,PRCNCT,CL,CL_SV,"2024-06-13 12:23:18",1114,1081,0,12,21,747,714,0,12,21,735,12,1200,453,78,162,24,471
20,GORJ,"GRĂDINIȚA ȘITOAIA",281,"ROŞIA DE AMARADIA",81497,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 12:57:03",279,267,0,5,7,170,158,0,5,7,167,3,300,130,12,23,2,130
20,GORJ,"ŞCOALA PRIMARĂ RUGET",279,"ROŞIA DE AMARADIA",81497,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:44:47",464,454,0,6,4,266,256,0,6,4,258,8,500,234,8,27,7,216
20,GORJ,"ŞCOALA PRIMARĂ SECIURILE",280,"ROŞIA DE AMARADIA",81497,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 12:44:32",575,563,0,5,7,370,358,0,5,7,364,6,644,274,21,59,21,263
