precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DANCIU STAN-PARTIDUL NAȚIONAL LIBERAL-voturi","DĂNCIULESCU ANGHEL-PARTIDUL PRO ROMÂNIA-voturi","MIHĂEŞTEANU MARIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"CAMINUL CULTURAL VIESPESTI",312,SPRÂNCENATA,129040,2,PART,PRCNCT,P,P_SV,"2024-06-12 09:25:47",1058,988,0,48,22,707,637,0,48,22,671,36,1110,403,193,10,468
30,OLT,"GPN BIRSESTII DE SUS",313,SPRÂNCENATA,129040,2,PART,PRCNCT,P,P_SV,"2024-06-12 09:58:35",392,325,0,62,5,287,220,0,62,5,270,17,360,73,126,2,142
30,OLT,"SCOALA VECHE FRUNZARU",314,SPRÂNCENATA,129040,2,PART,PRCNCT,P,P_SV,"2024-06-12 10:11:04",500,476,0,18,6,365,341,0,18,6,347,18,523,158,121,1,225
