precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PLUMBU MIHAI-PARTIDUL SOCIAL DEMOCRAT-voturi","ROTARIU DUMITRU-VLAD-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","HODOROABĂ DAN-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","NECULA VASILE-PARTIDUL MIȘCAREA POPULARĂ-voturi","PARASCHIV CRISTIAN-GABRIEL-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
24,IAŞI,"CASA DE PRĂZNUIRE PAROHIA IEPURENI",580,MOVILENI,98257,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:46:50",682,672,0,3,7,385,375,0,3,7,364,21,700,315,85,11,263,4,1
24,IAŞI,"CASA DE PRĂZNUIRE PAROHIA MOVILENI",579,MOVILENI,98257,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:30:26",424,419,0,3,2,239,234,0,3,2,230,9,500,261,82,5,133,7,3
24,IAŞI,"GRĂDINIȚA CU PROGRAM NORMAL POTÂNGENI",582,MOVILENI,98257,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:47:34",745,743,0,1,1,338,336,0,1,1,314,23,908,571,108,5,170,7,24
24,IAŞI,"SCOALA GIMNAZIALA LARGA JIJIA",581,MOVILENI,98257,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:05:08",582,576,0,3,3,309,303,0,3,3,287,22,600,290,59,5,205,11,7
