precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CIOBOTARU MIHAI-GABRIEL-voturi"
16,DÂMBOVIŢA,"CENTRUL DE CULTURĂ ING. ”MIHAIL LUPESCU”",86,"ORAŞ FIENI",65609,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:28:51",1538,1525,1,8,4,714,702,0,8,4,683,31,1685,971,123,102,369,56,33
16,DÂMBOVIŢA,"GRĂDINIŢA ”DUMBRAVA MINUNATĂ” FIENI",89,"ORAŞ FIENI",65609,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:56:13",554,541,0,10,3,215,202,0,10,3,205,10,610,395,21,23,137,14,10
16,DÂMBOVIŢA,"GRĂDINIȚA ”PINOCHIO” COSTEȘTI",91,"ORAŞ FIENI",65609,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:04:26",622,609,0,3,10,325,312,0,3,10,318,7,680,355,16,16,211,72,3
16,DÂMBOVIŢA,"GRĂDINIȚA ”PITICII” BEREVOIEȘTI",90,"ORAŞ FIENI",65609,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:00",543,536,1,3,3,283,276,1,3,3,273,10,590,307,35,28,193,10,7
16,DÂMBOVIŢA,"GRUP ŞCOLAR INDUSTRIAL ”INGINER AUREL RAINU” FIENI",87,"ORAŞ FIENI",65609,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:05",1389,1377,2,8,2,549,539,0,8,2,520,29,1510,961,87,59,295,30,49
16,DÂMBOVIŢA,"GRUP ȘCOLAR INDUSTRIAL ”INGINER AUREL RAINU” FIENI",88,"ORAŞ FIENI",65609,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:35:44",1470,1460,0,8,2,656,646,0,8,2,627,29,1630,974,110,77,309,62,69
