precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
24,IAŞI,"CASA PAROHIALĂ MORENI",607,PRISĂCANI,98603,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:22:41",806,798,0,7,1,477,469,0,7,1,455,22,900,423,121,131,109,30,52,12
24,IAŞI,"GRADINITA CU PROGRAM NORMAL PRISĂCANI",603,PRISĂCANI,98603,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:41:14",1362,1314,1,24,23,845,798,0,24,23,811,34,1400,555,153,319,66,150,76,47
24,IAŞI,"SCOALA GIMNAZIALA MACARESTI",605,PRISĂCANI,98603,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:17:35",1501,1498,0,3,0,4,1,0,3,0,4,0,1700,1696,0,3,1,0,0,0
24,IAŞI,"SCOALA GIMNAZIALA MACARESTI",604,PRISĂCANI,98603,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:22:13",1292,1290,0,2,0,303,301,0,2,0,286,17,1400,1097,54,126,24,71,4,7
24,IAŞI,"ȘCOALA PRIMARĂ MĂCĂREȘTI",606,PRISĂCANI,98603,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:46:11",1645,1639,0,6,0,8,2,0,6,0,8,0,1800,1792,2,4,1,1,0,0
