precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
14,CONSTANŢA,"CAMIN CULTURAL IVRINEZU MARE",520,PEŞTERA,62707,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:36:04",716,708,2,5,1,366,360,0,5,1,350,16,778,412,210,88,35,14,3
14,CONSTANŢA,"CĂMIN CULTURAL PEŞTERA",519,PEŞTERA,62707,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:01",1509,1503,1,4,1,782,777,0,4,1,747,35,1657,875,295,326,78,33,15
14,CONSTANŢA,"SCOALA PRIMARA NR.3",521,PEŞTERA,62707,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:24",593,584,3,5,1,285,278,1,5,1,269,16,642,357,150,71,37,10,1
