precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PETRESCU ILEANA-FIGELA-PARTIDUL SOCIAL DEMOCRAT-voturi","GHERMAN ALEXANDRU-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CÎRSTIANU MARIUS-DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi"
17,DOLJ,"CAMIN CULTURAL FÂNTÂNELE",461,RADOVAN,73852,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:31:28",95,69,0,19,7,71,45,0,19,7,69,2,100,29,50,4,15
17,DOLJ,"CAMIN CULTURAL TÂRNAVA",462,RADOVAN,73852,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:13:35",192,152,1,32,7,127,87,1,32,7,122,5,200,73,76,4,42
17,DOLJ,"ŞCOALA GIMNAZIALA RADOVAN",460,RADOVAN,73852,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:07:51",950,840,2,70,38,638,528,2,70,38,604,34,858,220,320,48,236
