precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL ALIANȚA RENAȘTEREA NAȚIONALĂ-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
32,"SATU MARE","CĂMIN CULTURAL RESIGHEA",266,PIŞCOLT,138574,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:15:27",352,343,0,6,3,205,196,0,6,3,201,4,385,180,5,66,19,7,76,5,1,22
32,"SATU MARE","CĂMIN CULTURAL SCĂRIȘOARA NOUĂ",267,PIŞCOLT,138574,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:50:00",322,306,0,12,4,206,190,0,12,4,195,11,344,138,5,37,3,15,69,0,2,64
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",264,PIŞCOLT,138574,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:11:19",905,880,0,1,24,565,540,0,1,24,524,41,984,419,25,85,127,32,166,23,44,22
32,"SATU MARE","PRIMARIA COMUNEI PISCOLT",265,PIŞCOLT,138574,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:26:15",876,858,0,2,16,559,541,0,2,16,502,57,973,414,2,145,180,21,104,7,3,40
