precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ARSENOAIA CONSTANTIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ZAMFIR PETRUŢA-PARTIDUL SOCIAL DEMOCRAT-voturi","RACLARIU ALEXANDRINA-PARTIDUL NAȚIONAL LIBERAL-voturi","BABĂTĂ VASILE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ANDRIŞOAIA VASILE-PARTIDUL MIȘCAREA POPULARĂ-voturi","MURARIU FLORIN-VASILE-PARTIDUL S.O.S. ROMÂNIA-voturi"
29,NEAMŢ,"ŞCOALA GENERALĂ",241,CRĂCĂOANI,122187,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:56",250,242,0,7,1,152,144,0,7,1,149,3,298,146,13,76,38,17,5,0
29,NEAMŢ,"ŞCOALA GENERALĂ",239,CRĂCĂOANI,122187,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:06:38",829,817,0,9,3,427,415,0,9,3,406,21,899,472,29,99,210,41,24,3
29,NEAMŢ,"ŞCOALA GENERALĂ",240,CRĂCĂOANI,122187,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:15:03",578,561,0,10,7,364,347,0,10,7,356,8,600,236,11,169,116,51,5,4
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE SĂVINESCU”",237,CRĂCĂOANI,122187,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:20",847,843,0,2,2,493,489,0,2,2,467,26,904,411,24,154,180,48,21,40
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ ”GHEORGHE SĂVINESCU”",238,CRĂCĂOANI,122187,2,PART,PRCNCT,P,P_SV,"2024-06-10 11:17:37",927,921,0,3,3,494,488,0,3,3,462,32,996,502,15,175,171,41,7,53
