precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","VANCSA GHEORGHE-voturi"
5,BIHOR,"GRĂDINIȚA CU PROGRAM NORMAL NR.3",363,DERNA,29038,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:16:15",227,211,0,12,4,132,116,0,12,4,126,6,232,100,76,21,23,2,4,0
5,BIHOR,"PRIMĂRIA DERNA",359,DERNA,29038,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:41:19",730,697,1,19,13,390,358,0,19,13,375,15,790,400,249,49,8,55,10,4
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.2",360,DERNA,29038,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:26:38",413,403,0,7,3,254,244,0,7,3,239,15,444,190,143,61,11,5,19,0
5,BIHOR,"ȘCOALA PRIMARĂ NR.1",361,DERNA,29038,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:19",393,371,0,17,5,247,225,0,17,5,241,6,417,170,159,69,8,2,3,0
5,BIHOR,"ȘCOALA PRIMARĂ NR.2",362,DERNA,29038,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:06:33",219,200,0,14,5,82,63,0,14,5,79,3,231,149,51,3,2,21,1,1
