precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL PRO ROMÂNIA-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL FIZEȘ",265,SÂG,142612,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:00:05",253,248,0,4,1,140,135,0,4,1,125,15,280,140,38,38,7,9,33
33,SĂLAJ,"CĂMINUL CULTURAL TUSA",268,SÂG,142612,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:06:05",536,532,0,4,0,339,335,0,4,0,321,18,600,261,114,102,13,50,42
33,SĂLAJ,"GRADINIȚA CU PROGRAM NORMAL NR.1 MAL",266,SÂG,142612,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:30:17",1003,999,0,4,0,510,506,0,4,0,456,54,1050,540,95,178,32,60,91
33,SĂLAJ,"PRIMĂRIA SÎG",264,SÂG,142612,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:57",549,536,1,10,2,297,285,0,10,2,286,11,600,303,106,69,17,17,77
33,SĂLAJ,"ȘCOALA PRIMARĂ SÎRBI",267,SÂG,142612,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:45:32",208,201,0,7,0,125,118,0,7,0,121,4,244,119,63,24,13,16,5
