precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GROVU ADRIAN-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞTEFAN MARIUS-DUMITRU-PARTIDUL SOCIAL DEMOCRAT-voturi","DALEA LUCIAN-IOAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CRISTIAN NICOLETA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"CAMINUL CULTURAL CORBI",446,UCEA,42101,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:57:20",182,169,0,11,2,123,110,0,11,2,120,3,204,81,45,47,6,22
8,BRAŞOV,"CAMINUL CULTURAL FELDIOARA",447,UCEA,42101,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:29:00",204,182,0,21,1,149,127,0,21,1,138,11,200,51,31,98,3,6
8,BRAŞOV,"CAMINUL CULTURAL UCEA DE SUS",448,UCEA,42101,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:14:31",835,779,0,37,19,580,524,0,37,19,567,13,898,318,225,330,5,7
8,BRAŞOV,"SEDIUL PRIMARIEI COMUNEI UCEA",445,UCEA,42101,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:07:34",738,684,3,41,10,440,388,1,41,10,428,9,700,253,235,106,59,28
