precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi","ALIANȚA MAGHIARĂ DIN TRANSILVANIA - ERDÉLYI MAGYAR SZÖVETSÉG-voturi","FORȚA CIVICĂ MAGHIARĂ - MAGYAR POLGÁRI ERŐ-voturi","INCZE ISTVÁN-voturi"
15,COVASNA,"CĂMIN CULTURAL RACOŞUL DE SUS",74,"ORAŞ BARAOLT",63447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:33",748,734,3,3,8,355,344,0,3,8,331,24,800,445,250,20,39,19,3
15,COVASNA,"CĂMINUL CULTURAL BIBORŢENI",70,"ORAŞ BARAOLT",63447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:09:06",563,556,1,0,6,341,334,1,0,6,329,12,600,259,227,2,80,16,4
15,COVASNA,"CĂMINUL CULTURAL CĂPENI",72,"ORAŞ BARAOLT",63447,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:31:47",807,800,1,0,6,405,399,0,0,6,392,13,900,495,272,3,42,69,6
15,COVASNA,"CASA DE CULTURĂ BARAOLT",67,"ORAŞ BARAOLT",63447,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:11:59",1216,1190,2,7,17,599,575,0,7,17,577,22,1300,701,338,2,83,131,23
15,COVASNA,"GRĂDINIŢA CU PROGRAM PRELUNGIT ”CIMBORA”",69,"ORAŞ BARAOLT",63447,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:30:24",1135,1128,2,4,1,575,570,0,4,1,556,19,1224,649,329,6,80,132,9
15,COVASNA,"PRIMĂRIA ORAŞULUI BARAOLT",66,"ORAŞ BARAOLT",63447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:18",1102,1092,1,4,5,475,466,0,4,5,454,21,1200,725,252,20,84,85,13
15,COVASNA,"ŞCOALA GIMNAZIALĂ GAÁL MÓZES BARAOLT",68,"ORAŞ BARAOLT",63447,4,PART,PRCNCT,CL,CL_SV,"2024-06-13 12:10:49",1183,1176,1,6,0,599,593,0,6,0,564,35,1300,701,289,37,101,122,15
15,COVASNA,"ȘCOALA PRIMARĂ ”BUDAI JÓZSEF” BODOȘ",71,"ORAŞ BARAOLT",63447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:15:42",354,347,0,5,2,185,178,0,5,2,177,8,396,211,151,0,16,10,0
15,COVASNA,"ȘCOALA PRIMARĂ MICLOŞOARA",73,"ORAŞ BARAOLT",63447,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:52:29",328,308,1,3,16,181,162,0,3,16,170,11,396,215,83,1,72,14,0
