precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DRĂGHICI VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","HERGHEA GELU-MARIUS-PARTIDUL NAȚIONAL LIBERAL-voturi","NEGROTĂ FLOREA-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"ŞCOALA PITARU",344,POTLOGI,68468,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:47:51",695,684,0,11,0,382,371,0,11,0,371,11,750,368,318,44,9
16,DÂMBOVIŢA,"ŞCOALA POTLOGI",343,POTLOGI,68468,3,PART,PRCNCT,P,P_SV,"2024-06-10 08:00:20",1228,1214,2,12,0,752,740,0,12,0,734,18,1340,588,610,114,10
16,DÂMBOVIŢA,"ŞCOALA POTLOGI",342,POTLOGI,68468,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:57:49",1213,1206,0,7,0,710,703,0,7,0,694,16,1324,614,538,150,6
16,DÂMBOVIŢA,"ŞCOALA ROMÂNEŞTI",346,POTLOGI,68468,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:22:39",1851,1844,0,7,0,762,755,0,7,0,729,33,2020,1258,547,94,88
16,DÂMBOVIŢA,"ŞCOALA ROMÂNEŞTI",345,POTLOGI,68468,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:04:41",1319,1317,0,2,0,553,551,0,2,0,526,27,1460,907,461,44,21
16,DÂMBOVIŢA,"ŞCOALA VLĂSCENI",347,POTLOGI,68468,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:12:45",573,562,1,10,0,333,322,1,10,0,314,19,620,287,272,39,3
