precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA NAȚIONAL ȚĂRĂNISTĂ-voturi"
38,TULCEA,"CĂMINUL CULTURAL",187,STEJARU,161348,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:14:06",423,326,0,68,29,423,326,0,68,29,414,9,528,105,96,267,51
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL MINA ALTÂN-TEPE",188,STEJARU,161348,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:41:15",325,314,0,7,4,162,151,0,7,4,157,5,348,186,39,110,8
38,TULCEA,"GRĂDINIȚA CU PROGRAM NORMAL VASILE ALECSANDRI",189,STEJARU,161348,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:16:55",293,277,0,11,5,293,277,0,11,5,285,8,442,149,59,137,89
