precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"STEJERAN IOAN-DOREL-PARTIDUL NAȚIONAL LIBERAL-voturi","BOLOS AUREL-CĂLIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MUREŞAN BUJOREL-VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","URMINIŞAN ANDREI-BOGDAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","MACSIM VASILE-SORIN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",400,SATULUNG,108712,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:58:23",635,591,2,15,27,445,403,0,15,27,437,8,643,198,197,31,144,1,64
26,MARAMUREŞ,"CĂMINUL CULTURAL",395,SATULUNG,108712,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:58:52",256,172,0,75,9,216,132,0,75,9,213,3,250,34,1,11,187,6,8
26,MARAMUREŞ,"CĂMINUL CULTURAL",396,SATULUNG,108712,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:42:13",612,582,0,23,7,397,367,0,23,7,383,14,700,303,59,39,232,8,45
26,MARAMUREŞ,"CĂMINUL CULTURAL",398,SATULUNG,108712,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:09",631,598,0,26,7,420,387,0,26,7,410,10,700,280,66,17,248,1,78
26,MARAMUREŞ,"CĂMINUL CULTURAL",397,SATULUNG,108712,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:44:26",1022,993,0,29,0,694,665,0,29,0,657,37,1100,406,39,33,536,1,48
26,MARAMUREŞ,"CĂMINUL CULTURAL",399,SATULUNG,108712,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:20:22",677,649,1,17,10,425,397,1,17,10,408,17,700,275,41,59,137,14,157
26,MARAMUREŞ,"CĂMINUL CULTURAL",394,SATULUNG,108712,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:38:55",1423,1314,4,68,37,897,791,1,68,37,885,12,1450,553,42,17,411,4,411
