precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
28,MUREŞ,"CĂMINUL CULTURAL SEUCA",381,GĂNEŞTI,116938,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:44:12",956,918,2,3,33,488,451,1,3,33,473,12,1020,535,55,44,374
28,MUREŞ,"SALA DE SPORT GĂNEŞTI",378,GĂNEŞTI,116938,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:22:36",949,929,0,0,20,622,602,0,0,20,606,16,1043,421,45,34,527
28,MUREŞ,"ŞCOALA GIMNAZIALĂ FOGARASI SAMUEL GĂNEŞTI",379,GĂNEŞTI,116938,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:53:05",782,754,2,0,26,498,471,1,0,26,479,19,830,332,28,31,420
28,MUREŞ,"ŞCOALA PRIMARĂ PĂUCIŞOARA",380,GĂNEŞTI,116938,1,PROV,PRCNCT,CL,CL_SV,"2024-06-09 23:29:16",202,199,0,0,3,80,77,0,0,3,79,1,230,150,13,8,58
