precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ŞERBAN SIDOR-voturi","DUŢĂ NELU-ALIN-voturi","CHIVU LAURENŢIU-voturi"
20,GORJ,"COLEGIUL ”GHEORGHE TĂTĂRESCU” ROVINARI",90,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:42:22",1281,1261,2,11,7,522,504,0,11,7,498,24,1400,878,62,93,262,19,6,7,28,21
20,GORJ,"COLEGIUL ”GHEORGHE TĂTĂRESCU” ROVINARI",91,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:11:25",1142,1129,1,12,0,520,508,0,12,0,499,21,1200,676,69,76,240,22,21,12,35,24
20,GORJ,"GRĂDINIȚA CARTIER VÎRȚ",94,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:43",586,570,0,11,5,389,373,0,11,5,374,15,624,235,36,66,229,5,18,0,12,8
20,GORJ,"GRĂDINIŢA NR. 3 ROVINARI",92,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:01:41",1237,1230,0,7,0,583,576,0,7,0,561,10,1400,829,81,72,277,27,26,21,26,31
20,GORJ,"GRĂDINIȚA NR. 3 ROVINARI",93,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:34:50",1181,1165,1,14,1,485,470,0,14,1,472,13,1300,815,64,85,241,28,20,3,13,18
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 ROVINARI",87,"ORAŞ ROVINARI",82895,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:44:24",1157,1133,0,24,0,502,478,0,24,0,496,6,1300,798,74,110,196,16,17,16,36,31
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 1 ROVINARI",86,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:18:04",1312,1295,1,13,3,614,598,0,13,3,580,19,1400,801,78,109,276,19,19,20,27,32
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 3 ROVINARI",89,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:39:46",1239,1216,0,20,3,506,483,0,20,3,488,18,1400,894,63,80,180,15,18,18,61,53
20,GORJ,"ŞCOALA GIMNAZIALĂ NR. 3 ROVINARI",88,"ORAŞ ROVINARI",82895,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:20",1305,1286,2,17,0,577,560,0,17,0,553,24,1400,823,76,85,257,19,25,11,61,19
