precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi"
7,BOTOŞANI,"GRĂDINIȚA *PRICHINDEL* COȘULA",197,COŞULA,39975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:45:30",1023,1016,1,4,2,424,418,0,4,2,383,41,1100,676,100,29,184,70
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV BUDA",198,COŞULA,39975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:37",278,276,0,2,0,123,121,0,2,0,88,35,351,228,26,7,36,19
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV PĂDURENI",199,COŞULA,39975,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:40:16",486,485,0,0,1,225,224,0,0,1,205,20,550,325,53,14,88,50
7,BOTOŞANI,"ȘCOALA CU CLASELE I-IV ȘUPITCA",200,COŞULA,39975,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:34:59",656,652,1,3,0,295,291,1,3,0,247,48,700,405,43,22,69,113
