precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BARBU GABRIEL-PARTIDUL SOCIAL DEMOCRAT-voturi","CIOBANU SORIN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","POP VALENTIN-GHEORGHE-voturi"
8,BRAŞOV,"AGENȚIA POȘTALĂ",258,"ORAŞ PREDEAL",40303,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:56",277,270,0,5,2,169,162,0,5,2,165,4,300,131,24,69,72
8,BRAŞOV,"CENTRUL DE CULTURĂ MIHAIL SAULESCU",253,"ORAŞ PREDEAL",40303,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:58:00",1159,1144,1,12,2,621,607,0,12,2,610,11,1307,686,161,291,158
8,BRAŞOV,"GRADINITA CU PROGRAM NORMAL TIMISUL DE JOS",257,"ORAŞ PREDEAL",40303,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:24:41",321,316,1,4,0,171,167,0,4,0,164,7,354,183,42,63,59
8,BRAŞOV,"LICEUL TEORETIC MIHAIL SAULESCU",254,"ORAŞ PREDEAL",40303,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:23:59",910,889,2,11,8,521,500,2,11,8,507,14,1000,479,156,241,110
8,BRAŞOV,"LICEUL TEORETIC MIHAIL SĂULESCU",255,"ORAŞ PREDEAL",40303,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:04:03",1150,1129,4,3,14,657,639,1,3,14,629,28,1200,543,230,214,185
8,BRAŞOV,"VILA M7",256,"ORAŞ PREDEAL",40303,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:15:34",180,175,0,5,0,112,107,0,5,0,111,1,200,88,38,32,41
