precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DÂDĂL VALERIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LUNGU PETRICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","LEONTE COSTICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi"
4,BACĂU,"CĂMINUL CULTURAL BOANŢA",347,FILIPEŞTI,22576,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:17:25",268,252,0,15,1,146,130,0,15,1,137,9,304,158,10,27,100
4,BACĂU,"CASA DE CULTURA ”RADU BELIGAN” FILIPESTI",346,FILIPEŞTI,22576,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:30:08",897,834,4,51,8,509,450,0,51,8,488,21,900,391,15,279,194
4,BACĂU,"CENTRU CULTURAL HÂRLEȘTI",350,FILIPEŞTI,22576,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:05:09",681,657,0,21,3,430,406,0,21,3,409,18,700,273,10,330,69
4,BACĂU,"CENTRU MULTIFUNCȚIONAL ONIȘCANI",351,FILIPEŞTI,22576,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:01:32",429,410,0,17,2,246,227,0,17,2,241,5,500,254,4,197,40
4,BACĂU,"ŞCOALA CÎRLIGI",348,FILIPEŞTI,22576,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:31:19",893,860,1,27,5,515,483,0,27,5,499,16,900,385,18,333,148
4,BACĂU,"ŞCOALA GALBENI",349,FILIPEŞTI,22576,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:08:04",665,650,0,14,1,342,327,0,14,1,330,12,700,358,10,213,107
