precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DEACONU GEORGEL-CRISTINEL-PARTIDUL NAȚIONAL LIBERAL-voturi","DRĂGUŞIN TEODOR-GEORGIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","ŞERBAN ION-PARTIDUL PRO ROMÂNIA-voturi","VLAD MARIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ ”MIRCEA GHIŢULESCU” CUCA",322,CUCA,16132,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:23:54",394,358,0,31,5,275,239,0,31,5,264,11,404,128,91,160,7,6
3,ARGEŞ,"ŞCOALA PRIMARĂ CÎRCEŞTI",323,CUCA,16132,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:56:45",235,225,0,7,3,153,143,0,7,3,150,3,264,111,74,48,25,3
3,ARGEŞ,"ŞCOALA PRIMARĂ LĂUNELE",325,CUCA,16132,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:59:27",486,470,0,16,0,302,286,0,16,0,292,10,500,198,183,97,5,7
3,ARGEŞ,"ŞCOALA PRIMARĂ MĂCĂI",324,CUCA,16132,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:58:02",504,474,2,28,0,347,317,2,28,0,337,10,504,152,140,182,11,4
