precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BORICEAN GHEORGHE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","URDĂ RAUL-ALIANȚA PENTRU ÎNTORSURA BUZĂULUI - USR PNL-voturi","MUREA MARCEL-ADRIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","BĂNCILĂ LECA-PARTIDUL MIȘCAREA ROMÂNIA SUVERANĂ-voturi","MORAR CLAUDIU-SEVERIAN-voturi"
15,COVASNA,"CĂMIN CULTURAL FLOROAIA",89,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:44",1180,1171,2,7,0,631,624,0,7,0,612,19,1300,669,124,384,42,30,32
15,COVASNA,"CĂMINUL CULTURAL BRĂDET",88,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:38:28",990,981,3,5,1,460,454,0,5,1,448,12,1100,637,66,284,46,33,19
15,COVASNA,"CASA DE CULTURĂ ÎNTORSURA BUZĂULUI",86,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:22:08",1209,1197,1,11,0,580,569,0,11,0,567,13,1273,693,41,434,37,19,36
15,COVASNA,"LICEUL TEORETIC ”MIRCEA ELIADE” ÎNTORSURA BUZĂULUI",85,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:04:17",916,900,0,13,3,403,387,0,13,3,396,7,982,579,43,261,26,14,52
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” ÎNTORSURA BUZĂULUI",83,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:21:58",1076,1070,0,6,0,528,522,0,6,0,519,9,1215,687,38,375,26,27,53
15,COVASNA,"ŞCOALA GIMNAZIALĂ ”MIHAIL SADOVEANU” ÎNTORSURA BUZĂULUI",84,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:20:46",1207,1200,0,7,0,606,599,0,7,0,581,25,1271,665,91,369,52,33,36
15,COVASNA,"ȘCOALA PRIMARĂ ÎNTORSURA BUZĂULUI",87,"ORAŞ ÎNTORSURA BUZĂULUI",63580,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:52:34",807,807,0,0,0,488,488,0,0,0,438,50,900,412,73,268,37,38,22
