precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GIUGLEA ION-PARTIDUL NAȚIONAL LIBERAL-voturi","GIREL DOINA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DAN MARIAN-PARTIDUL SOCIAL DEMOCRAT-voturi"
14,CONSTANŢA,"FOST SEDIU C.A.P. PETROŞANI",434,DELENI,61675,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:06",444,421,0,5,18,282,259,0,5,18,271,10,438,157,68,56,147
14,CONSTANŢA,"FOST SEDIU C.A.P. PIETRENI",435,DELENI,61675,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:21",690,671,0,5,14,468,449,0,5,14,458,10,755,287,20,85,353
14,CONSTANŢA,"LICEUL NICOLAE ISTRATOIU",433,DELENI,61675,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:44",297,282,0,8,7,201,186,0,8,7,197,4,319,118,13,68,116
14,CONSTANŢA,"SCOALA GENERALA ȘIPOTELE",436,DELENI,61675,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:16:58",308,291,0,8,9,308,291,0,8,9,297,11,464,156,22,81,194
