precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
5,BIHOR,"CĂMIN CULTURAL",344,COPĂCEL,28816,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:41:23",249,209,6,30,4,173,139,0,30,4,166,7,232,59,102,24,22,1,17
5,BIHOR,"CĂMIN CULTURAL",347,COPĂCEL,28816,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:45:04",391,303,1,71,16,302,214,1,71,16,300,2,334,32,248,24,19,1,8
5,BIHOR,"GRĂDINIȚĂ CU PROGRAM NORMAL NR.3",342,COPĂCEL,28816,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:08:08",403,352,1,38,12,268,217,1,38,12,259,9,390,122,172,20,51,5,11
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.2",343,COPĂCEL,28816,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:52:59",280,250,0,26,4,191,161,0,26,4,182,9,274,83,104,66,11,0,1
5,BIHOR,"ȘCOALA PRIMARĂ NR.1",346,COPĂCEL,28816,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:25:10",455,408,0,36,11,302,255,0,36,11,272,27,449,150,121,72,15,38,26
5,BIHOR,"ȘCOALA PRIMARĂ NR.4",345,COPĂCEL,28816,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:35:22",121,94,0,16,11,96,69,0,16,11,96,0,139,43,70,11,10,0,5
