precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
8,BRAŞOV,"GRĂDINIȚA BUDILA",313,BUDILA,40688,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:53:57",1257,1249,1,3,4,976,969,0,3,4,885,91,1400,424,173,487,34,24,90,77
8,BRAŞOV,"PRIMĂRIA COMUNEI BUDILA",315,BUDILA,40688,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 15:53:50",1022,1002,0,15,5,720,700,0,15,5,622,93,1108,388,113,288,83,23,58,57
8,BRAŞOV,"ȘCOALA GIMNAZIALĂ BUDILA",314,BUDILA,40688,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:15:28",1131,1113,2,5,11,649,632,1,5,11,608,41,1200,551,107,58,247,57,15,124
