precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
37,TIMIŞ,"CLĂDIREA COMUNEI GOTTLOB (SALA DE ŞEDINŢE)",440,GOTTLOB,159419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:15:55",1823,1782,4,8,29,930,892,1,8,29,870,60,2000,1070,88,304,435,43
37,TIMIŞ,"GRĂDINIŢA CU PROGRAM NORMAL VIZEJDIA",441,GOTTLOB,159419,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:01:53",367,365,1,1,0,160,159,0,1,0,150,10,402,242,17,42,84,7
