precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA NAȚIONAL CREȘTINĂ-voturi"
7,BOTOŞANI,"CĂMINUL CULTURAL ”PROF. IOAN COBÂLĂ ” DRĂGUȘENI",237,DRĂGUŞENI,37173,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:42:29",1838,1836,0,2,0,586,584,0,2,0,559,27,2000,1414,57,283,115,97,7
7,BOTOŞANI,"SCOALA CU CLASELE I-IV PODRIGA",238,DRĂGUŞENI,37173,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:10:23",1131,1130,0,1,0,198,197,0,1,0,184,14,1202,1004,6,134,17,20,7
7,BOTOŞANI,"SCOALA CU CLASELE I-IV SARATA",240,DRĂGUŞENI,37173,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:52:16",142,142,0,0,0,54,54,0,0,0,53,1,214,160,0,45,5,2,1
7,BOTOŞANI,"SCOALA PRIMARĂ NR. 2",239,DRĂGUŞENI,37173,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:44:30",889,889,0,0,0,211,211,0,0,0,194,17,1005,794,16,151,13,13,1
