precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL UMANIST SOCIAL LIBERAL-voturi","FORȚA DREPTEI-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi","PAPUC NICUŞOR-FLORIN-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
20,GORJ,"CĂMIN CULTURAL BĂLEŞTI",139,BĂLEŞTI,77910,3,PART,PRCNCT,CL,CL_SV,"2024-06-14 20:59:57",1736,1698,0,20,18,1176,1138,0,20,18,1060,116,1900,724,13,6,687,17,65,124,95,0,53
20,GORJ,"CĂMIN CULTURAL RASOVA",142,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:25:31",447,425,0,16,6,312,290,0,16,6,302,10,477,165,1,3,206,2,25,18,24,1,22
20,GORJ,"CĂMIN CULTURAL STOLOJANI",143,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:56:44",558,533,0,19,6,346,321,0,19,6,337,9,600,254,3,2,232,1,11,48,14,2,24
20,GORJ,"ŞCOALA GIMNAZIALĂ ”ANTONIE MOGOŞ”",140,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:54:22",1920,1891,1,18,10,1123,1095,0,18,10,1086,37,2100,977,10,12,643,13,86,116,135,18,53
20,GORJ,"ŞCOALA GIMNAZIALĂ CORNEŞTI",141,BĂLEŞTI,77910,3,PART,PRCNCT,CL,CL_SV,"2024-06-14 21:10:44",802,776,6,18,2,488,468,0,18,2,470,18,900,412,1,11,266,7,14,64,11,0,96
20,GORJ,"ŞCOALA PRIMARĂ TĂLPĂŞEŞTI",144,BĂLEŞTI,77910,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:55",511,500,0,11,0,314,303,0,11,0,301,13,500,186,1,2,181,3,17,55,16,2,24
20,GORJ,"ŞCOALA PRIMARĂ TĂMĂŞEŞTI",145,BĂLEŞTI,77910,3,PART,PRCNCT,CL,CL_SV,"2024-06-14 21:38:40",567,546,0,15,6,385,364,0,15,6,365,14,600,215,7,6,205,3,19,49,58,1,17
