precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
41,VRANCEA,"CAMIN CULTURAL DUMBRAVENI",152,DUMBRĂVENI,175938,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:52:38",1662,1641,1,8,12,925,905,0,8,12,884,41,1814,889,113,249,454,52,16
41,VRANCEA,"CĂMINUL CULTURAL CÂNDEȘTI",153,DUMBRĂVENI,175938,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:50:10",1147,1120,2,13,12,643,617,1,13,12,619,24,1237,594,58,173,336,19,33
41,VRANCEA,"ȘCOALA PRIMARĂ ALEXANDRU VLAHUȚĂ DRAGOSLOVENI",154,DUMBRĂVENI,175938,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:27:01",917,885,1,19,12,546,514,1,19,12,521,25,980,434,66,249,175,14,17
