precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"POPA MARICICA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","CRISTIAN AUREL-PARTIDUL NAȚIONAL LIBERAL-voturi","CRISTIAN DĂNUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","NEGRUŢ AUGUSTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","GORGAN VIOREL-GEORGEL-FORȚA DREPTEI-voturi","GURIŢOIU ŞTEFAN-PARTIDUL OAMENILOR TINERI-voturi","MIRICĂ IULIAN-PARTIDUL S.O.S. ROMÂNIA-voturi","MIHALACHE-NICHITA ADRIAN-GABRIEL-PARTIDUL MIȘCAREA POPULARĂ-voturi"
41,VRANCEA,"DISPENSARUL UMAN MIRCEŞTII VECHI",328,VÂNĂTORI,178607,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:47:35",279,272,1,6,0,143,136,1,6,0,141,2,299,156,23,36,60,11,2,5,2,2
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL JORĂŞTI",326,VÂNĂTORI,178607,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:49:49",1290,1282,0,6,2,656,648,0,6,2,628,28,1411,755,45,104,211,35,42,140,31,20
41,VRANCEA,"GRĂDINIŢA CU PROGRAM NORMAL RĂDULEŞTI",330,VÂNĂTORI,178607,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:54:13",707,701,1,5,0,346,340,1,5,0,318,28,775,429,28,93,156,6,7,15,6,7
41,VRANCEA,"GRĂDINIŢA CU PROGRAM PRELUNGIT PETREŞTI",329,VÂNĂTORI,178607,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:03:32",1273,1260,1,12,0,591,579,0,12,0,563,16,1404,825,52,153,179,58,47,18,42,14
41,VRANCEA,"ŞCOALA GIMNAZIALĂ MIRCEŞTII NOI",327,VÂNĂTORI,178607,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:13",776,772,0,4,0,387,383,0,4,0,376,11,850,463,81,88,123,25,30,12,6,11
41,VRANCEA,"ŞCOALA GIMNAZIALĂ VÎNĂTORI",324,VÂNĂTORI,178607,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:38:52",1391,1377,0,13,1,761,747,0,13,1,751,10,1513,752,27,245,151,47,104,127,31,19
41,VRANCEA,"ŞCOALA PRIMARĂ BALTA RAŢEI",325,VÂNĂTORI,178607,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:26",254,243,0,11,0,114,103,0,11,0,106,8,269,155,8,13,24,4,8,7,19,23
