precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP-voturi","FORȚA DREPTEI-voturi","PARTIDUL PRO ROMÂNIA-voturi"
20,GORJ,"GRĂDINIŢA BERCEŞTI",84,"ORAŞ NOVACI",78258,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:53:02",519,509,2,2,6,367,358,1,2,6,360,7,600,233,125,30,145,35,18,7
20,GORJ,"ŞCOALA GIMNAZIALĂ NOVACI",82,"ORAŞ NOVACI",78258,4,PART,PRCNCT,CL,CL_SV,"2024-06-13 09:47:46",1626,1596,6,4,20,1066,1042,0,4,20,1015,51,1800,734,324,122,261,170,75,63
20,GORJ,"ȘCOALA GIMNAZIALĂ NOVACI",83,"ORAŞ NOVACI",78258,2,PART,PRCNCT,CL,CL_SV,"2024-06-13 13:38:33",1099,1083,1,8,7,721,706,0,8,7,671,50,1200,479,315,59,190,47,16,44
20,GORJ,"ŞCOALA GIMNAZIALĂ POCIOVALIŞTEA",85,"ORAŞ NOVACI",78258,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:54:18",1413,1372,2,26,13,913,873,1,26,13,888,25,1474,561,330,118,256,30,13,141
