precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"CĂMINUL CULTURAL CĂSCIOARELE",388,CERCHEZU,61167,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:57:03",227,221,0,5,1,147,141,0,5,1,142,5,243,96,49,29,4,60
14,CONSTANŢA,"CĂMINUL CULTURAL CERCHEZU",387,CERCHEZU,61167,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:43:44",409,388,0,13,8,262,241,0,13,8,253,9,436,174,138,52,9,54
14,CONSTANŢA,"CĂMINUL CULTURAL VIROAGA",390,CERCHEZU,61167,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:42:54",363,338,0,16,9,240,215,0,16,9,225,15,377,127,110,30,5,80
14,CONSTANŢA,"CASA AGRONOMULUI MĂGURA",389,CERCHEZU,61167,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:11:33",78,63,0,12,3,56,41,0,12,3,55,1,73,17,35,8,1,11
